"COD","CODINTEGR","TITULO","TITABREV","NIVEL","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","NOMBRE","FECHA_NOTA"
"0610","0610","Tecnologías de la información y las comunicaciones (TIC), sin sector detallado indicado","",3,"061","","","","","","AYUDACOD_CNEDF14",""
"0611","0611","Uso de ordenadores","",3,"061","Uso de ordenadores es el estudio del uso de ordenadores, del software de los ordenadores y de sus aplicaciones para diferentes propósitos. Estos programas son generalmente de corta duración.

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Uso de ordenador y utilización de Internet
- 	Formación sobre el manejo del software para cálculos (hojas de cálculo), para proceso de datos, para procesamiento de textos, para composición de publicaciones","","","SI","","AYUDACOD_CNEDF14",""
"0612","0612","Diseño y administración de bases de datos y redes","",3,"061","0612 Diseño y administración de bases de datos y redes
Diseño y administración de bases de datos y redes es el estudio del diseño, mantenimiento e integración de aplicaciones de software. Se incluyen las aplicaciones informáticas multimedia.

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Aplicaciones informáticas multimedia
- 	Diseño de páginas web
- 	Diseño y administración de redes informáticas
- 	Instalación y mantenimiento de redes informáticas
- 	Administración de bases de datos.
- 	Administración y seguridad en las TIC","No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	Los programas formativos sobre el uso de ordenadores y/o de aplicaciones de software (véase 0611)","","SI","","AYUDACOD_CNEDF14",""
"0613","0613","Desarrollo y análisis de software y aplicaciones","",3,"061","Desarrollo y análisis de software y aplicaciones es el estudio del diseño y desarrollo de sistemas informáticos y de entornos informáticos.

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Programación de ordenadores, lenguajes de programación
- 	Ciencias de la computación
- 	Diseño y análisis de sistemas informáticos
- Informática, sistemas operativos","No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	Ingeniería de ordenadores (hardware) ( véase 0714)
- 	Diseño de aplicaciones informáticas (véase 0612)","","SI","","AYUDACOD_CNEDF14",""
"0619","0619","Tecnologías de la información y las comunicaciones (TIC); sectores no clasificados en otra parte","",3,"061","Se clasifican aquí lo programas y certificaciones de tecnologías de la información y las comunicaciones (TIC) cuyo sector detallado predominante no está clasificado en otra parte.  
 
Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Inteligencia arficial","","","SI","","AYUDACOD_CNEDF14",""
"068","068","Tecnologías de la información y las comunicaciones (TIC), sin sector detallado predominante","",2,"06","","","","","","AYUDACOD_CNEDF14",""
"0688","0688","Tecnologías de la información y las comunicaciones (TIC), sin sector detallado predominante","",3,"068","Se clasifican aquí lo programas y certificaciones de tecnologías de la información y las comunicaciones (TIC) en que no existe un sector detallado predominante (programas multidisciplinares).","","","SI","","AYUDACOD_CNEDF14",""
"07","07","Mecánica, electrónica y otra formación técnica; industria y construcción","",1,"","","","","","","AYUDACOD_CNEDF14",""
"070","070","Mecánica, electrónica y otra formación técnica; industria y construcción; sin sector específico indicado","",2,"07","","","","","","AYUDACOD_CNEDF14",""
"0700","0700","Mecánica, electrónica y otra formación técnica; industria y construcción; sin sector específico indicado","",3,"070","","","","","","AYUDACOD_CNEDF14",""
"071","071","Mecánica, electrónica y otra formación técnica","",2,"07","","","","","","AYUDACOD_CNEDF14",""
"0710","0710","Mecánica, electrónica y otra formación técnica, sin sector detallado indicado","",3,"071","","","","","","AYUDACOD_CNEDF14",""
"0711","0711","Procesos químicos","",3,"071","Procesos químicos (ingeniería, técnica y profesiones afines) es el estudio de la planificación, diseño y desarrollo de productos y procesos en los que ocurren cambios químicos y físicos. Incluye el diseño de plantas químicas y sistemas de control. La tecnología de laboratorios se incluye si no se hace énfasis en una aplicación específica.

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Ingeniería química, ingeniería de procesos químicos, biotecnología
- 	Tecnología de laboratorios
- 	Procesamiento de petróleo/gas/petroquímica
- 	Operaciones de plantas y máquinas (procesamiento)
- 	Tecnologías de procesos químicos y bioquímicos","No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	La Biotecnología (véase 0512)
- 	Los programas en tecnologías de laboratorios en los que se haga énfasis en una determinada aplicación (biológica, médica, ...) (véase, por ejemplo, 0914etc)
- 	Los programas con énfasis en la producción de un material específico, (véase, por ejemplo,072)","","SI","","AYUDACOD_CNEDF14",""
"0712","0712","Control y tecnología medioambiental","",3,"071","Control y tecnología medioambiental es el estudio de los procesos para minimizar los residuos y gastos de recursos naturales, y evitar la polución. Incluye programas relativos al control del agua, aire, suelo, ¿

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Control de polución del aire, del agua, de contaminación sonora
- 	Tecnología ecológica
- 	Control de residuos industriales
- 	Reciclaje","No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	Los programas relativos a las normas de higiene en alimentos, agua, ¿. (véase1021)
- 	La construcción de infraestructuras para la gestión de agua y residuos (véase 0732)","","SI","","AYUDACOD_CNEDF14",""
"0713","0713","Electricidad y energía","",3,"071","Electricidad (ingeniería, técnica y profesiones afines) es el estudio de la instalación, mantenimiento, reparación y diagnóstico de fallos en el sistema eléctrico, y equipamiento en los hogares y en establecimientos comerciales e industriales. Se incluye la instalación y mantenimiento de tendido eléctrico y tuberías eléctricas para la distribución de electricidad. Energía es el estudio de la generación de energía.

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Ingeniería eléctrica, generación de potencia eléctrica
- 	Programas para sistemas eléctricos, reparación de sistemas eléctricos
- 	Programas energéticos
- 	Energía nuclear, hidráulica y termal
- 	Instalación y mantenimiento de líneas de alta tensión, distribución de gas
- 	Instalación, diagnóstico y reparación de sistemas de calefacción, aire acondicionado y equipos de refrigeración.","
No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	El estudio de la electricidad en vehículos; (véase 0716)","","SI","","AYUDACOD_CNEDF14",""
"0714","0714","Electrónica y automática","",3,"071","Electrónica y automática (ingeniería, técnica y profesiones afines) es el estudio de la planificación, diseño, desarrollo, mantenimiento y seguimiento de equipos electrónicos, maquinaria y sistemas. Incluye el diseño de ordenadores y equipos de comunicaciones.

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Instalación y mantenimiento de equipos de comunicaciones
- 	Reparación de ordenadores
- 	Tecnología digital
- 	Ingeniería electrónica
- 	Tecnologías de redes
- 	Robótica
- 	Tecnología de telecomunicaciones
- 	Reparación de radio y televisión
- 	Ingeniería de computadoras","No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	Diseño de sistemas informáticos y aplicaciones de software (véase 061)","","SI","","AYUDACOD_CNEDF14",""
"0715","0715","Maquinaria y metalurgia","",3,"071","Maquinaria y metalurgia (ingeniería, técnica y profesiones afines) es el estudio de la planificación, diseño, desarrollo, producción, mantenimiento y seguimiento de máquinas, plantas y sistemas mecánicos y productos metálicos. Incluye el diseño y mantenimiento de máquinas que producen bienes y servicios. Los programas en este sector se centran en las máquinas, sistemas mecánicos y productos metálicos.

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Hidráulica
- 	Ingeniería mecánica, mecánica de precisión
- 	Fundición y moldeado de metales, procesos de laminación
- 	Ingeniería metalúrgica, producción de acero
- 	Fabricación de herramientas, fabricación de maquinaria
- 	Soldadura","No comprende los programas educativos o certificaciones con los siguientes contenidos principales:
 
- 	El estudio de la ingeniería y mecánica de los motores de vehículos (véase 0716)","","SI","","AYUDACOD_CNEDF14",""
"0716","0716","Vehículos de motor, barcos y aeronaves","",3,"071","Vehículos de motor, barcos y aeronaves (ingeniería, técnica y profesiones afines) es el estudio del diseño, desarrollo, producción, mantenimiento, diagnóstico, reparación y servicio posventa de vehículos de motor, incluyendo equipos de movimiento de tierras y maquinaria agrícola. Es típica la combinación de estudios tanto en estructuras de metal como en motores.

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Ingeniería de automóviles, de motocicletas, de aeronaves
- 	Construcción y reparación de barcos, de vehículos, de aeronaves","No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	El estudio de la producción y reparación de vehículos sin motor, que se clasifica, por ejemplo, en el 0715 Maquinaria y metalurgia (bicicletas) o en el 0722 Industrias de otros materiales (barcas sin motor)","","SI","","AYUDACOD_CNEDF14",""
"0719","0719","Mecánica, electrónica y otra formación técnica; sectores no clasificados en otra parte","",3,"071","Se clasifican aquí lo programas y certificaciones de mecánica, electrónica y otra formación técnica, cuyo sector detallado predominante no está clasificado en otra parte.  

 Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Nanotecnología","","","SI","","AYUDACOD_CNEDF14",""
"072","072","Industria manufacturera y producción","",2,"07","","","","","","AYUDACOD_CNEDF14",""
"0720","0720","Industria manufacturera y producción, sin sector detallado indicado","",3,"072","","","","","","AYUDACOD_CNEDF14",""
"0721","0721","Industria de la alimentación","",3,"072","Industria de la alimentación (industria y producción) es el estudio del procesamiento y empaquetado de comidas y bebidas, y del equipamiento y procedimientos utilizados en la producción y distribución de comidas.

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Procesamiento de alimentos y bebidas, productos lácteos, carnes, tabacos
- 	Conservación de los alimentos
- 	Pastelería
- 	Tecnología y ciencia de los alimentos
- 	Enología, elaboración de cerveza
- 	Manipulación de alimentos e higiene alimentaria","No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	Los programas de cocineros de restaurantes y servicios de catering (véase 1013)
- 	Las ciencias nutricionales (véase 0515)","","SI","","AYUDACOD_CNEDF14",""
"0722","0722","Industrias de otros materiales (madera, papel, plástico, vidrio)","",3,"072","Industrias de otros materiales (industria y producción) es el estudio de la manufactura de productos en madera, papel, plástico, vidrio u otros materiales como piedra, arcilla, materiales artificiales, etc. Los programas incluidos en este sector tienen más relación con un material específico que con el conocimiento general de una técnica.

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Fabricación de muebles
- 	Cerámica (industrial)
- 	Trabajo del vidrio (industrial)
- 	Fabricación de plástico, de caucho, de papel
- 	Industria maderera","No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	Los estudios en metalurgia (véase 0715)
- 	Los estudios en carpintería de edificios (véase 0732)
- 	Los estudios en procesamientos químicos en general (véase 0711)
- 	Los estudios en edición y encuadernación (véase 0211)
- 	Los programas de artesanía como por ejemplo artes del vidrio, talla de madera, ... (véase 0214)","","SI","","AYUDACOD_CNEDF14",""
"0723","0723","Industria textil, confección, del calzado y piel","",3,"072","Industria textil, confección, del calzado y piel (industria y producción) es el estudio de la manufactura de textiles, productos de tela y pieles, ropa y afines, calzado y otras prendas.

	Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Elaboración de productos de cuero
- 	Confección de prendas de vestir
- 	Procesamiento de pieles y cueros
- 	Elaboración de sillas de montar
- 	Tapicería
- 	Sastrería
- 	Industria del calzad","No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	Los programas de artesanía como tejido, bordado, etc. (véase 0214)","","SI","","AYUDACOD_CNEDF14",""
"0724","0724","Minería y extracción","",3,"072","Minería y extracción (industria y producción) es el estudio de la planificación, desarrollo y dirección de la extracción de minerales, petróleo y gas de la tierra.

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Extracción de minerales, petróleo y gas","No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	Los estudios en ingeniería metalúrgica (véase 0415)
- 	El refino del petróleo (véase 0711)
- 	Los estudios en geología (véase 0532)","","SI","","AYUDACOD_CNEDF14",""
"073","073","Construcción","",2,"07","","","","","","AYUDACOD_CNEDF14",""
"0730","0730","Construcción, sin sector detallado indicado","",3,"073","","","","","","AYUDACOD_CNEDF14",""
"0731","0731","Arquitectura y urbanismo","",3,"073","Arquitectura es el estudio del arte, ciencia y técnicas del diseño en la construcción. Abarca fines utilitarios, estructura funcional y consideraciones estéticas. El urbanismo es el estudio del crecimiento controlado y la mejora de las ciudades tanto desde el punto de vista funcional como estético.

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Arquitectura
- 	Cartografía, catastro y  topografía
- 	Planificación urbana","No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	Los estudios de diseño de interiores (véase 0212)
- 	La construcción de parques y jardines (véase 0812)","","SI","","AYUDACOD_CNEDF14",""
"0732","0732","Construcción e ingeniería civil","",3,"073","Construcción es el estudio de la ciencia, tecnología y técnicas de ensamblaje, levantamiento y mantenimiento de estructuras públicas, comerciales, industriales y residenciales y de sus instalaciones. La ingeniería civil es el estudio de la planificación, diseño, prueba y dirección de la construcción de edificios y estructuras de gran tamaño, incluyendo sistemas de transporte, suministro de agua, alcantarillado,¿

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Albañilería
- 	Construcción de puentes
- 	Tecnología de la construcción
- 	Carpintería de edificios, fontanería, colocación de suelos y techos, ... 
- 	Ingeniería civil
- 	Ingeniería de puertos","No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	La instalación de electricidad (véase 0713),
- 	Instalación y reparación de equipos de calefacción, aire acondicionado y refrigeración (véase 0713)","","SI","","AYUDACOD_CNEDF14",""
"078","078","Mecánica, electrónica y otra formación técnica; industria y construcción, sin sector detallado predominante","",2,"07","","","","","","AYUDACOD_CNEDF14",""
"0788","0788","Mecánica, electrónica y otra formación técnica; industria y construcción, sin sector detallado predominante","",3,"078","Se clasifican aquí lo programas y certificaciones de mecánica, electrónica y otra formación técnica, industria y construcción, en que no existe un sector detallado predominante (programas multidisciplinares).","","","SI","","AYUDACOD_CNEDF14",""
"08","08","Agricultura, ganadería, pesca, silvicultura y veterinaria","",1,"","","","","","","AYUDACOD_CNEDF14",""
"080","080","Agricultura, ganadería, pesca, silvicultura y veterinaria, sin sector específico indicado","",2,"08","","","","","","AYUDACOD_CNEDF14",""
"0800","0800","Agricultura, ganadería, pesca, silvicultura y veterinaria, sin sector específico indicado","",3,"080","","","","","","AYUDACOD_CNEDF14",""
"081","081","Agricultura y ganadería","",2,"08","","","","","","AYUDACOD_CNEDF14",""
"0810","0810","Agricultura y ganadería, sin sector detallado indicado","",3,"081","","","","","","AYUDACOD_CNEDF14",""
"0811","0811","Producción agrícola y explotación ganadera","",3,"081","Producción agrícola y explotación ganadera es el estudio del crecimiento, mantenimiento y cosecha de cultivos y pastos, así como el pastoreo y la ganadería de animales. Incluye el estudio de la gestión y mantenimiento de granjas y la producción de plantas sin procesamiento y de productos animales.

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Ciencias agrónomas
- 	Gestión de granjas
- 	Cría de ganado (bovino, porcino, ovino, caprino, equino,¿), avicultura y cunicultura,...
- 	Cultivo de cereales y granos (trigo, cebada, lentejas,...) , frutales (cítricos, manzanos, almendros,...), olivo y vid
- 	Cultivo de hortalizas y verdurasEstudio de los substratos del terreno, de técnicas de fertilización e irrigación
- 	Adiestramiento de perros, entrenamiento de caballos","No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	Los estudios de la enología (véase 0721)
- 	Produccion de plantas ornamentales, viveros, semilleros,...(véase 0812)
- 	Reproducción animal (ciencia, véase 0841)","","SI","","AYUDACOD_CNEDF14",""
"0812","0812","Horticultura y jardinería","",3,"081","Producción de plantas ornamentales, jardinería y viveros es el estudio de la tecnología y gestión de la horticultura, floricultura, métodos de invernaderos, jardinería, producción de plantas ornamentales, etc.

Comprende los programas educativos y certificaciones con los siguientes contenidos principales: 

- 	Floricultura y producción de otras plantas ornamentales
- 	Manejo de viveros y semilleros
- 	Técnicas de horticultura e invernaderos 
- 	Creación y mantenimiento de parques y jardines","No comprende los programas educativos o certificaciones con los siguientes contenidos principales: 

- 	El estudio de cultivos comestibles (véase 0811)
- 	Los estudios de fertilidad del terreno y técnicas de irrigación (véase 0811)
- 	La gestión de parques nacionales (véase 0522)","","SI","","AYUDACOD_CNEDF14",""
"082","082","Silvicultura","",2,"08","","","","","","AYUDACOD_CNEDF14",""
