"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA","NOMBRE"
"8182","8182","Operadores de máquinas de vapor y calderas","4","","818","","","","","",,"AYUDACOD_ISCO08"
"8183","8183","Operadores de máquinas de embalaje, embotellamiento y etiquetado ","4","","818","","","","","",,"AYUDACOD_ISCO08"
"8189","8189","Operadores de máquinas y de instalaciones fijas no clasificados bajo otros epígrafes","4","","818","","","","","",,"AYUDACOD_ISCO08"
"82","82","Ensambladores","2","","8","","","","","",,"AYUDACOD_ISCO08"
"821","821","Ensambladores","3","","82","","","","","",,"AYUDACOD_ISCO08"
"8211","8211","Ensambladores de maquinaria mecánica","4","","821","","","","","",,"AYUDACOD_ISCO08"
"8212","8212","Ensambladores de equipos eléctricos y electrónicos","4","","821","","","","","",,"AYUDACOD_ISCO08"
"8219","8219","Ensambladores no clasificados bajo otros epígrafes","4","","821","","","","","",,"AYUDACOD_ISCO08"
"83","83","Conductores de vehículos y operadores de equipos pesados móviles","2","","8","","","","","",,"AYUDACOD_ISCO08"
"831","831","Maquinistas de locomotoras y afines","3","","83","","","","","",,"AYUDACOD_ISCO08"
"8311","8311","Maquinistas de locomotoras","4","","831","","","","","",,"AYUDACOD_ISCO08"
"8312","8312","Guardafrenos, guardagujas y agentes de maniobras","4","","831","","","","","",,"AYUDACOD_ISCO08"
"832","832","Conductores de automóviles, camionetas y motocicletas","3","","83","","","","","",,"AYUDACOD_ISCO08"
"8321","8321","Conductores de motocicletas","4","","832","","","","","",,"AYUDACOD_ISCO08"
"8322","8322","Conductores de automóviles, taxis y camionetas","4","","832","","","","","",,"AYUDACOD_ISCO08"
"833","833","Conductores de camiones pesados y autobuses","3","","83","","","","","",,"AYUDACOD_ISCO08"
"8331","8331","Conductores de autobuses y tranvías","4","","833","","","","","",,"AYUDACOD_ISCO08"
"8332","8332","Conductores de camiones pesados","4","","833","","","","","",,"AYUDACOD_ISCO08"
"834","834","Operadores de equipos pesados móviles","3","","83","","","","","",,"AYUDACOD_ISCO08"
"8341","8341","Operadores de maquinaria agrícola y forestal móvil","4","","834","","","","","",,"AYUDACOD_ISCO08"
"8342","8342","Operadores de máquinas de movimiento de tierras y afines","4","","834","","","","","",,"AYUDACOD_ISCO08"
"8343","8343","Operadores de grúas, aparatos elevadores y afines","4","","834","","","","","",,"AYUDACOD_ISCO08"
"8344","8344","Operadores de autoelevadoras","4","","834","","","","","",,"AYUDACOD_ISCO08"
"835","835","Marineros de cubierta y afines","3","","83","","","","","",,"AYUDACOD_ISCO08"
"8350","8350","Marineros de cubierta y afines","4","","835","","","","","",,"AYUDACOD_ISCO08"
"9","9","Ocupaciones elementales","1",""," ","","","","","",,"AYUDACOD_ISCO08"
"91","91","Limpiadores y asistentes","2","","9","","","","","",,"AYUDACOD_ISCO08"
"911","911","Limpiadores y asistentes domésticos de hoteles y oficinas","3","","91","","","","","",,"AYUDACOD_ISCO08"
"9111","9111","Limpiadores y asistentes domésticos","4","","911","","","","","",,"AYUDACOD_ISCO08"
"9112","9112","Limpiadores y asistentes de oficinas, hoteles y otros establecimientos","4","","911","","","","","",,"AYUDACOD_ISCO08"
"912","912","Limpiadores de vehículos, ventanas, ropa y otra limpieza a mano","3","","91","","","","","",,"AYUDACOD_ISCO08"
"9121","9121","Lavanderos y planchadores manuales","4","","912","","","","","",,"AYUDACOD_ISCO08"
"9122","9122","Lavadores de vehículos","4","","912","","","","","",,"AYUDACOD_ISCO08"
"9123","9123","Lavadores de ventanas","4","","912","","","","","",,"AYUDACOD_ISCO08"
"9129","9129","Otro personal de limpieza","4","","912","","","","","",,"AYUDACOD_ISCO08"
"92","92","Peones agropecuarios, pesqueros y forestales","2","","9","","","","","",,"AYUDACOD_ISCO08"
"921","921","Peones agropecuarios, pesqueros y forestales","3","","92","","","","","",,"AYUDACOD_ISCO08"
"9211","9211","Peones de explotaciones agrícolas","4","","921","","","","","",,"AYUDACOD_ISCO08"
"9212","9212","Peones de explotaciones ganaderas","4","","921","","","","","",,"AYUDACOD_ISCO08"
"9213","9213","Peones de explotaciones de cultivos mixtos y ganaderos","4","","921","","","","","",,"AYUDACOD_ISCO08"
"9214","9214","Peones de jardinería y horticultura","4","","921","","","","","",,"AYUDACOD_ISCO08"
"9215","9215","Peones forestales","4","","921","","","","","",,"AYUDACOD_ISCO08"
"9216","9216","Peones de pesca y acuicultura","4","","921","","","","","",,"AYUDACOD_ISCO08"
"93","93","Peones de la minería, la construcción, la industria manufacturera y el transporte","2","","9","","","","","",,"AYUDACOD_ISCO08"
"931","931","Peones de la minería y la construcción","3","","93","","","","","",,"AYUDACOD_ISCO08"
"9311","9311","Peones de minas y canteras","4","","931","","","","","",,"AYUDACOD_ISCO08"
"9312","9312","Peones de obras públicas y mantenimiento","4","","931","","","","","",,"AYUDACOD_ISCO08"
"9313","9313","Peones de la construcción de edificios","4","","931","","","","","",,"AYUDACOD_ISCO08"
"932","932","Peones de la industria manufacturera","3","","93","","","","","",,"AYUDACOD_ISCO08"
"9321","9321","Empacadores manuales","4","","932","","","","","",,"AYUDACOD_ISCO08"
"9329","9329","Peones de la industria manufacturera no clasificados bajo otros epígrafes","4","","932","","","","","",,"AYUDACOD_ISCO08"
"933","933","Peones del transporte y almacenamiento","3","","93","","","","","",,"AYUDACOD_ISCO08"
"9331","9331","Conductores de vehículos accionados a pedal o a brazo","4","","933","","","","","",,"AYUDACOD_ISCO08"
"9332","9332","Conductores de vehículos y máquinas de tracción animal","4","","933","","","","","",,"AYUDACOD_ISCO08"
"9333","9333","Peones de carga","4","","933","","","","","",,"AYUDACOD_ISCO08"
"9334","9334","Reponedores de estanterías","4","","933","","","","","",,"AYUDACOD_ISCO08"
"94","94","Ayudantes de preparación de alimentos","2","","9","","","","","",,"AYUDACOD_ISCO08"
"941","941","Ayudantes de preparación de alimentos","3","","94","","","","","",,"AYUDACOD_ISCO08"
"9411","9411","Cocineros de comidas rápidas","4","","941","","","","","",,"AYUDACOD_ISCO08"
"9412","9412","Ayudantes de cocina","4","","941","","","","","",,"AYUDACOD_ISCO08"
"95","95","Vendedores ambulantes de servicios y afines","2","","9","","","","","",,"AYUDACOD_ISCO08"
"951","951","Trabajadores ambulantes de servicios y afines","3","","95","","","","","",,"AYUDACOD_ISCO08"
"9510","9510","Trabajadores ambulantes de servicios y afines","4","","951","","","","","",,"AYUDACOD_ISCO08"
"952","952","Vendedores ambulantes (excluyendo de comida)","3","","95","","","","","",,"AYUDACOD_ISCO08"
"9520","9520","Vendedores ambulantes (excluyendo de comida)","4","","952","","","","","",,"AYUDACOD_ISCO08"
"96","96","Recolectores de desechos y otras ocupaciones elementales","2","","9","","","","","",,"AYUDACOD_ISCO08"
"961","961","Recolectores de desechos","3","","96","","","","","",,"AYUDACOD_ISCO08"
"9611","9611","Recolectores de basura y material reciclable","4","","961","","","","","",,"AYUDACOD_ISCO08"
"9612","9612","Clasificadores de desechos","4","","961","","","","","",,"AYUDACOD_ISCO08"
"9613","9613","Barrenderos y afines","4","","961","","","","","",,"AYUDACOD_ISCO08"
"962","962","Otras ocupaciones elementales","3","","96","","","","","",,"AYUDACOD_ISCO08"
"9621","9621","Mensajeros, mandaderos, maleteros y repartidores","4","","962","","","","","",,"AYUDACOD_ISCO08"
"9622","9622","Personas que realizan trabajos varios","4","","962","","","","","",,"AYUDACOD_ISCO08"
"9623","9623","Recolectores de dinero en aparatos de venta automática y lectores de medidores","4","","962","","","","","",,"AYUDACOD_ISCO08"
"9624","9624","Acarreadores de agua y recolectores  de  leña","4","","962","","","","","",,"AYUDACOD_ISCO08"
"9629","9629","Ocupaciones elementales no clasificadas bajo otros epígrafes","4","","962","","","","","",,"AYUDACOD_ISCO08"
