"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA","NOMBRE"
"2421","2421","Abogados","4","","242","","","","","","","AYUDACOD_ISCO88"
"2422","2422","Jueces","4","","242","","","","","","","AYUDACOD_ISCO88"
"2429","2429","Profesionales del derecho, no clasificados bajo otros epígrafes","4","","242","","","","","","","AYUDACOD_ISCO88"
"243","243","Archiveros, bibliotecarios, documentalistas y afines","3","","24","","","","","","","AYUDACOD_ISCO88"
"2431","2431","Archiveros y conservadores de museos","4","","243","","","","","","","AYUDACOD_ISCO88"
"2432","2432","Bibliotecarios, documentalistas y afines","4","","243","","","","","","","AYUDACOD_ISCO88"
"244","244","Especialistas en ciencias sociales y humanas","3","","24","","","","","","","AYUDACOD_ISCO88"
"2441","2441","Economistas","4","","244","","","","","","","AYUDACOD_ISCO88"
"2442","2442","Sociólogos, antropólogos y afines","4","","244","","","","","","","AYUDACOD_ISCO88"
"2443","2443","Filósofos, historiadores y especialistas en ciencias políticas","4","","244","","","","","","","AYUDACOD_ISCO88"
"2444","2444","Filólogos, traductores e intérpretes","4","","244","","","","","","","AYUDACOD_ISCO88"
"2445","2445","Psicólogos","4","","244","","","","","","","AYUDACOD_ISCO88"
"2446","2446","Profesionales del trabajo social","4","","244","","","","","","","AYUDACOD_ISCO88"
"245","245","Escritores, artistas creativos y ejecutantes","3","","24","","","","","","","AYUDACOD_ISCO88"
"2451","2451","Autores, periodistas y otros escritores","4","","245","","","","","","","AYUDACOD_ISCO88"
"2452","2452","Escultores, pintores y afines","4","","245","","","","","","","AYUDACOD_ISCO88"
"2453","2453","Compositores, músicos y cantantes","4","","245","","","","","","","AYUDACOD_ISCO88"
"2454","2454","Coreógrafos y bailarines","4","","245","","","","","","","AYUDACOD_ISCO88"
"2455","2455","Actores y directores de cine, radio, teatro, televisión y afines","4","","245","","","","","","","AYUDACOD_ISCO88"
"246","246","Sacerdotes de distintas religiones","3","","24","","","","","","","AYUDACOD_ISCO88"
"2460","2460","Sacerdotes de distintas religiones","4","","246","","","","","","","AYUDACOD_ISCO88"
"3","3","Técnicos y profesionales de nivel medio","1","","","","","","","","","AYUDACOD_ISCO88"
"31","31","Técnicos y profesionales de nivel medio de las ciencias físicas y químicas, la ingeniería y afines","2","","3","","","","","","","AYUDACOD_ISCO88"
"311","311","Técnicos en ciencias físicas y químicas y en ingeniería","3","","31","","","","","","","AYUDACOD_ISCO88"
"3111","3111","Técnicos en ciencias físicas y químicas","4","","311","","","","","","","AYUDACOD_ISCO88"
"3112","3112","Técnicos en ingeniería civil","4","","311","","","","","","","AYUDACOD_ISCO88"
"3113","3113","Electrotécnicos","4","","311","","","","","","","AYUDACOD_ISCO88"
"3114","3114","Técnicos en electrónica y telecomunicaciones","4","","311","","","","","","","AYUDACOD_ISCO88"
"3115","3115","Técnicos en mecánica y construcción mecánica","4","","311","","","","","","","AYUDACOD_ISCO88"
"3116","3116","Técnicos en química industrial","4","","311","","","","","","","AYUDACOD_ISCO88"
"3117","3117","Técnicos en ingeniería de minas y metalurgia","4","","311","","","","","","","AYUDACOD_ISCO88"
"3118","3118","Delineantes y dibujantes técnicos","4","","311","","","","","","","AYUDACOD_ISCO88"
"3119","3119","Técnicos en ciencias físicas y químicas y en ingeniería no clasificados bajo otros epígrafes","4","","311","","","","","","","AYUDACOD_ISCO88"
"312","312","Técnicos en programación y control informáticos","3","","31","","","","","","","AYUDACOD_ISCO88"
"3121","3121","Técnicos en programación informática","4","","312","","","","","","","AYUDACOD_ISCO88"
"3122","3122","Técnicos en control de equipos informáticos","4","","312","","","","","","","AYUDACOD_ISCO88"
"3123","3123","Técnicos en control de robots industriales","4","","312","","","","","","","AYUDACOD_ISCO88"
"313","313","Operadores de equipos ópticos y electrónicos","3","","31","","","","","","","AYUDACOD_ISCO88"
"3131","3131","Fotógrafos y operadores de equipos de grabación de imagen y sonido","4","","313","","","","","","","AYUDACOD_ISCO88"
"3132","3132","Operadores de equipos de radiodifusión, televisión y telecomunicaciones","4","","313","","","","","","","AYUDACOD_ISCO88"
"3133","3133","Operadores de aparatos de diagnóstico y tratamientos médicos","4","","313","","","","","","","AYUDACOD_ISCO88"
"3139","3139","Operadores de equipos ópticos y electrónicos, no clasificados bajo otros epígrafes","4","","313","","","","","","","AYUDACOD_ISCO88"
"314","314","Técnicos en navegación marítima y aeronáutica","3","","31","","","","","","","AYUDACOD_ISCO88"
"3141","3141","Oficiales maquinistas","4","","314","","","","","","","AYUDACOD_ISCO88"
"3142","3142","Capitanes, oficiales de cubierta y prácticos","4","","314","","","","","","","AYUDACOD_ISCO88"
"3143","3143","Pilotos de aviación y afines","4","","314","","","","","","","AYUDACOD_ISCO88"
"3144","3144","Controladores de tráfico aéreo","4","","314","","","","","","","AYUDACOD_ISCO88"
"3145","3145","Técnicos en seguridad aeronáutica","4","","314","","","","","","","AYUDACOD_ISCO88"
"315","315","Inspectores de obras, seguridad y salud y control de calidad","3","","31","","","","","","","AYUDACOD_ISCO88"
"3151","3151","Inspectores de edificios y de prevención e investigación de incendios","4","","315","","","","","","","AYUDACOD_ISCO88"
"3152","3152","Inspectores de seguridad y salud y control de calidad","4","","315","","","","","","","AYUDACOD_ISCO88"
"32","32","Técnicos y profesionales de nivel medio de las ciencias biológicas, la medicina y la salud","2","","3","","","","","","","AYUDACOD_ISCO88"
"321","321","Técnicos de nivel medio en ciencias biológicas, agronomía, zootecnia y afines","3","","32","","","","","","","AYUDACOD_ISCO88"
"3211","3211","Técnicos en ciencias biológicas y afines","4","","321","","","","","","","AYUDACOD_ISCO88"
"3212","3212","Técnicos en agronomía, zootecnia y silvicultura","4","","321","","","","","","","AYUDACOD_ISCO88"
"3213","3213","Consejeros agrícolas y forestales","4","","321","","","","","","","AYUDACOD_ISCO88"
"322","322","Profesionales de nivel medio de la medicina moderna y la salud (excepto el personal de enfermería y partería)","3","","32","","","","","","","AYUDACOD_ISCO88"
"3221","3221","Practicantes y asistentes médicos","4","","322","","","","","","","AYUDACOD_ISCO88"
"3222","3222","Higienistas y otro personal sanitario","4","","322","","","","","","","AYUDACOD_ISCO88"
"3223","3223","Técnicos en dietética y nutrición","4","","322","","","","","","","AYUDACOD_ISCO88"
"3224","3224","Técnicos en optometría y ópticos","4","","322","","","","","","","AYUDACOD_ISCO88"
"3225","3225","Dentistas auxiliares y ayudantes de odontología","4","","322","","","","","","","AYUDACOD_ISCO88"
"3226","3226","Fisioterapeutas y afines","4","","322","","","","","","","AYUDACOD_ISCO88"
"3227","3227","Técnicos y asistentes veterinarios","4","","322","","","","","","","AYUDACOD_ISCO88"
"3228","3228","Técnicos y asistentes farmacéuticos","4","","322","","","","","","","AYUDACOD_ISCO88"
"3229","3229","Profesionales de nivel medio de la medicina moderna y la salud (excepto el personal de enfermería y partería), no clasificados bajo otros epígrafes","4","","322","","","","","","","AYUDACOD_ISCO88"
"323","323","Personal de enfermería y partería de nivel medio","3","","32","","","","","","","AYUDACOD_ISCO88"
"3231","3231","Personal de enfermería de nivel medio","4","","323","","","","","","","AYUDACOD_ISCO88"
"3232","3232","Personal de partería de nivel medio","4","","323","","","","","","","AYUDACOD_ISCO88"
"324","324","Practicantes de la medicina tradicional y curanderos","3","","32","","","","","","","AYUDACOD_ISCO88"
"3241","3241","Practicantes de la medicina tradicional","4","","324","","","","","","","AYUDACOD_ISCO88"
"3242","3242","Curanderos","4","","324","","","","","","","AYUDACOD_ISCO88"
"33","33","Maestros e instructores de nivel medio","2","","3","","","","","","","AYUDACOD_ISCO88"
"331","331","Maestros de nivel medio de la enseñanza primaria","3","","33","","","","","","","AYUDACOD_ISCO88"
"3310","3310","Maestros de nivel medio de la enseñanza primaria","4","","331","","","","","","","AYUDACOD_ISCO88"
"332","332","Maestros de nivel medio de la enseñanza preescolar","3","","33","","","","","","","AYUDACOD_ISCO88"
"3320","3320","Maestros de nivel medio de la enseñanza preescolar","4","","332","","","","","","","AYUDACOD_ISCO88"
"333","333","Maestros de nivel medio de la enseñanza especial","3","","33","","","","","","","AYUDACOD_ISCO88"
"3330","3330","Maestros de nivel medio de la enseñanza especial","4","","333","","","","","","","AYUDACOD_ISCO88"
"334","334","Otros maestros e instructores de nivel medio","3","","33","","","","","","","AYUDACOD_ISCO88"
"3340","3340","Otros maestros e instructores de nivel medio","4","","334","","","","","","","AYUDACOD_ISCO88"
"34","34","Otros técnicos y profesionales de nivel medio","2","","3","","","","","","","AYUDACOD_ISCO88"
"341","341","Profesionales de nivel medio en operaciones financieras y comerciales","3","","34","","","","","","","AYUDACOD_ISCO88"
"3411","3411","Agentes de bolsa, cambio y otros servicios financieros","4","","341","","","","","","","AYUDACOD_ISCO88"
"3412","3412","Agentes de seguros","4","","341","","","","","","","AYUDACOD_ISCO88"
"3413","3413","Agentes inmobiliarios","4","","341","","","","","","","AYUDACOD_ISCO88"
"3414","3414","Agentes de viajes","4","","341","","","","","","","AYUDACOD_ISCO88"
"3415","3415","Representantes comerciales y técnicos de ventas","4","","341","","","","","","","AYUDACOD_ISCO88"
"3416","3416","Compradores","4","","341","","","","","","","AYUDACOD_ISCO88"
"3417","3417","Tasadores y subastadores","4","","341","","","","","","","AYUDACOD_ISCO88"
"3419","3419","Profesionales de nivel medio en operaciones y comerciales, no clasificados bajo otros epígrafes","4","","341","","","","","","","AYUDACOD_ISCO88"
"342","342","Agentes comerciales y corredores","3","","34","","","","","","","AYUDACOD_ISCO88"
"3421","3421","Agentes de compras y consignatarios","4","","342","","","","","","","AYUDACOD_ISCO88"
"3422","3422","Declarantes o gestores de aduana","4","","342","","","","","","","AYUDACOD_ISCO88"
"3423","3423","Agentes públicos y privados de colocación y contratistas de mano de obra","4","","342","","","","","","","AYUDACOD_ISCO88"
"3429","3429","Agentes comerciales y corredores, no clasificados bajo otros epígrafes","4","","342","","","","","","","AYUDACOD_ISCO88"
"343","343","Profesionales de nivel medio de servicios de administración","3","","34","","","","","","","AYUDACOD_ISCO88"
"3431","3431","Profesionales de nivel medio de servicios administrativos y afines","4","","343","","","","","","","AYUDACOD_ISCO88"
"3432","3432","Profesionales de nivel medio del derecho y servicios legales o afines","4","","343","","","","","","","AYUDACOD_ISCO88"
"3433","3433","Tenedores de libros","4","","343","","","","","","","AYUDACOD_ISCO88"
"3434","3434","Profesionales de nivel medio de servicios estadísticos, matemáticos y afines","4","","343","","","","","","","AYUDACOD_ISCO88"
"3439","3439","Profesionales de nivel medio de servicios de administración, no clasificados bajo otros epígrafes","4","","343","","","","","","","AYUDACOD_ISCO88"
"344","344","Agentes de las administraciones públicas de aduanas, impuestos y afines","3","","34","","","","","","","AYUDACOD_ISCO88"
"3441","3441","Agentes de aduana e inspectores de fronteras","4","","344","","","","","","","AYUDACOD_ISCO88"
"3442","3442","Funcionarios del fisco","4","","344","","","","","","","AYUDACOD_ISCO88"
"3443","3443","Funcionarios de servicios de seguridad social","4","","344","","","","","","","AYUDACOD_ISCO88"
"3444","3444","Funcionarios de servicios de expedición de licencias y permisos","4","","344","","","","","","","AYUDACOD_ISCO88"
"3449","3449","Agentes de las administraciones públicas de aduanas, impuestos y afines, no clasificados bajo otros epígrafes","4","","344","","","","","","","AYUDACOD_ISCO88"
"345","345","Inspectores de policía y detectives","3","","34","","","","","","","AYUDACOD_ISCO88"
"3450","3450","Inspectores de policía y detectives","4","","345","","","","","","","AYUDACOD_ISCO88"
"346","346","Trabajadores y asistentes sociales de nivel medio","3","","34","","","","","","","AYUDACOD_ISCO88"
"3460","3460","Trabajadores y asistentes sociales de nivel medio","4","","346","","","","","","","AYUDACOD_ISCO88"
"347","347","Profesionales de nivel medio de actividades artísticas, espectáculos y deportes","3","","34","","","","","","","AYUDACOD_ISCO88"
"3471","3471","Decoradores y diseñadores","4","","347","","","","","","","AYUDACOD_ISCO88"
"3472","3472","Locutores de radio y televisión y afines","4","","347","","","","","","","AYUDACOD_ISCO88"
"3473","3473","Músicos, cantantes y bailarines callejeros, de cabaret y afines","4","","347","","","","","","","AYUDACOD_ISCO88"
"3474","3474","Payasos, prestidigitadores, acróbatas y afines","4","","347","","","","","","","AYUDACOD_ISCO88"
"3475","3475","Atletas, deportistas y afines","4","","347","","","","","","","AYUDACOD_ISCO88"
"348","348","Auxiliares laicos de los cultos","3","","34","","","","","","","AYUDACOD_ISCO88"
"3480","3480","Auxiliares laicos de los cultos","4","","348","","","","","","","AYUDACOD_ISCO88"
"4","4","Empleados de oficina","1","","","","","","","","","AYUDACOD_ISCO88"
"41","41","Oficinistas","2","","4","","","","","","","AYUDACOD_ISCO88"
"411","411","Secretarios y operadores de máquinas de oficina","3","","41","","","","","","","AYUDACOD_ISCO88"
"4111","4111","Taquígrafos y mecanógrafos","4","","411","","","","","","","AYUDACOD_ISCO88"
"4112","4112","Operadores de máquinas de tratamiento de textos y afines","4","","411","","","","","","","AYUDACOD_ISCO88"
"4113","4113","Operadores de entrada de datos","4","","411","","","","","","","AYUDACOD_ISCO88"
"4114","4114","Operadores de calculadoras","4","","411","","","","","","","AYUDACOD_ISCO88"
"4115","4115","Secretarios","4","","411","","","","","","","AYUDACOD_ISCO88"
"412","412","Auxiliares contables y financieros","3","","41","","","","","","","AYUDACOD_ISCO88"
"4121","4121","Empleados de contabilidad y cálculo de costos","4","","412","","","","","","","AYUDACOD_ISCO88"
"4122","4122","Empleados de servicios estadísticos y financieros","4","","412","","","","","","","AYUDACOD_ISCO88"
"7423","7423","Reguladores y reguladores-operadores de máquinas de labrar madera","4","","742","","","","","","","AYUDACOD_ISCO88"
"7424","7424","Cesteros, bruceros y afines","4","","742","","","","","","","AYUDACOD_ISCO88"
"743","743","Oficiales y operarios de los textiles y de la confección y afines","3","","74","","","","","","","AYUDACOD_ISCO88"
"7431","7431","Preparadores de fibras","4","","743","","","","","","","AYUDACOD_ISCO88"
"7432","7432","Tejedores con telares o de tejidos de punto y afines","4","","743","","","","","","","AYUDACOD_ISCO88"
"7433","7433","Sastres, modistos y sombrereros","4","","743","","","","","","","AYUDACOD_ISCO88"
"7434","7434","Peleteros y afines","4","","743","","","","","","","AYUDACOD_ISCO88"
"7435","7435","Patronistas y cortadores de tela, cuero y afines","4","","743","","","","","","","AYUDACOD_ISCO88"
"7436","7436","Costureros, bordadores y afines","4","","743","","","","","","","AYUDACOD_ISCO88"
"7437","7437","Tapiceros, colchoneros y afines","4","","743","","","","","","","AYUDACOD_ISCO88"
"744","744","Oficiales y operarios de las pieles, cuero y calzado","3","","74","","","","","","","AYUDACOD_ISCO88"
"7441","7441","Apelambradores, pellejeros y curtidores","4","","744","","","","","","","AYUDACOD_ISCO88"
"7442","7442","Zapateros y afines","4","","744","","","","","","","AYUDACOD_ISCO88"
"8","8","Operadores de instalaciones y máquinas y montadores","1","","","","","","","","","AYUDACOD_ISCO88"
"81","81","Operadores de instalaciones fijas y afines","2","","8","","","","","","","AYUDACOD_ISCO88"
"811","811","Operadores de instalaciones mineras y de extracción y procesamiento de minerales","3","","81","","","","","","","AYUDACOD_ISCO88"
"8111","8111","Operadores de instalaciones mineras","4","","811","","","","","","","AYUDACOD_ISCO88"
"8112","8112","Operadores de instalaciones de procesamiento de minerales y rocas","4","","811","","","","","","","AYUDACOD_ISCO88"
"8113","8113","Perforadores y sondistas de pozos y afines","4","","811","","","","","","","AYUDACOD_ISCO88"
"812","812","Operadores de instalaciones de procesamiento de metales","3","","81","","","","","","","AYUDACOD_ISCO88"
"8121","8121","Operadores de hornos de minerales y de hornos de primera fusión de metales","4","","812","","","","","","","AYUDACOD_ISCO88"
"8122","8122","Operadores de hornos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación","4","","812","","","","","","","AYUDACOD_ISCO88"
"8123","8123","Operadores de instalaciones de tratamiento térmico de metales","4","","812","","","","","","","AYUDACOD_ISCO88"
"8124","8124","Operadores de máquinas trefiladoras y estiradoras de metales","4","","812","","","","","","","AYUDACOD_ISCO88"
"813","813","Operadores de instalaciones de vidriería, cerámica y afines","3","","81","","","","","","","AYUDACOD_ISCO88"
"8131","8131","Operadores de hornos de vidriería y cerámica y operadores de máquinas afines","4","","813","","","","","","","AYUDACOD_ISCO88"
"8139","8139","Operadores de instalaciones de vidriería, cerámica y afines, no clasificados bajo otros epígrafes","4","","813","","","","","","","AYUDACOD_ISCO88"
"814","814","Operadores de instalaciones de procesamiento de la madera y de la fabricación de papel","3","","81","","","","","","","AYUDACOD_ISCO88"
"8141","8141","Operadores de instalaciones de procesamiento de la madera","4","","814","","","","","","","AYUDACOD_ISCO88"
"8142","8142","Operadores de instalaciones para la preparación de pasta para papel","4","","814","","","","","","","AYUDACOD_ISCO88"
"8143","8143","Operadores de instalaciones para la fabricación de papel","4","","814","","","","","","","AYUDACOD_ISCO88"
"815","815","Operadores de instalaciones de tratamientos químicos","3","","81","","","","","","","AYUDACOD_ISCO88"
"8151","8151","Operadores de instalaciones quebrantadoras, trituradoras y mezcladoras de sustancias químicas","4","","815","","","","","","","AYUDACOD_ISCO88"
"8152","8152","Operadores de instalaciones de tratamiento químico térmico","4","","815","","","","","","","AYUDACOD_ISCO88"
"8153","8153","Operadores de equipos de filtración y separación de sustancias químicas","4","","815","","","","","","","AYUDACOD_ISCO88"
"8154","8154","Operadores de equipos de destilación y de reacción química (excepto petróleo y gas natural)","4","","815","","","","","","","AYUDACOD_ISCO88"
"8155","8155","Operadores de instalaciones de refinación de petróleo y gas natural","4","","815","","","","","","","AYUDACOD_ISCO88"
"8159","8159","Operadores de instalaciones de tratamientos químicos, no clasificados bajo otros epígrafes","4","","815","","","","","","","AYUDACOD_ISCO88"
"816","816","Operadores de instalaciones de producción de energía y afines","3","","81","","","","","","","AYUDACOD_ISCO88"
"8161","8161","Operadores de instalaciones de producción de energía","4","","816","","","","","","","AYUDACOD_ISCO88"
"8162","8162","Operadores de máquinas de vapor y calderas","4","","816","","","","","","","AYUDACOD_ISCO88"
"8163","8163","Operadores de incineradores, instalaciones de tratamiento de agua y afines","4","","816","","","","","","","AYUDACOD_ISCO88"
"817","817","Operadores de cadenas de montaje automatizadas y de robots industriales","3","","81","","","","","","","AYUDACOD_ISCO88"
"8171","8171","Operadores de cadenas de montaje automatizadas","4","","817","","","","","","","AYUDACOD_ISCO88"
"8172","8172","Operadores de robots industriales","4","","817","","","","","","","AYUDACOD_ISCO88"
"82","82","Operadores de máquinas y montadores","2","","8","","","","","","","AYUDACOD_ISCO88"
"821","821","Operadores de máquinas para trabajar metales y productos minerales","3","","82","","","","","","","AYUDACOD_ISCO88"
"8211","8211","Operadores de máquinas herramientas","4","","821","","","","","","","AYUDACOD_ISCO88"
"8212","8212","Operadores de máquinas para fabricar cemento y otros productos minerales","4","","821","","","","","","","AYUDACOD_ISCO88"
"822","822","Operadores de máquinas para fabricar productos químicos","3","","82","","","","","","","AYUDACOD_ISCO88"
"8221","8221","Operadores de máquinas para fabricar productos farmacéuticos y cosméticos","4","","822","","","","","","","AYUDACOD_ISCO88"
"8222","8222","Operadores de máquinas para fabricar municiones y explosivos","4","","822","","","","","","","AYUDACOD_ISCO88"
"8223","8223","Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales","4","","822","","","","","","","AYUDACOD_ISCO88"
"8224","8224","Operadores de máquinas para fabricar accesorios fotográficos","4","","822","","","","","","","AYUDACOD_ISCO88"
"8229","8229","Operadores de máquinas para fabricar productos químicos, no clasificados bajo otros epígrafes","4","","822","","","","","","","AYUDACOD_ISCO88"
"823","823","Operadores de máquinas para fabricar productos de caucho y de material plástico","3","","82","","","","","","","AYUDACOD_ISCO88"
"8231","8231","Operadores de máquinas para fabricar productos de caucho","4","","823","","","","","","","AYUDACOD_ISCO88"
"8232","8232","Operadores de máquinas para fabricar productos de material plástico","4","","823","","","","","","","AYUDACOD_ISCO88"
"824","824","Operadores de máquinas para fabricar productos de madera","3","","82","","","","","","","AYUDACOD_ISCO88"
"8240","8240","Operadores de máquinas para fabricar productos de madera","4","","824","","","","","","","AYUDACOD_ISCO88"
"825","825","Operadores de máquinas de imprenta, encuadernación y fabricación de productos de papel","3","","82","","","","","","","AYUDACOD_ISCO88"
"8251","8251","Operadores de máquinas de imprenta","4","","825","","","","","","","AYUDACOD_ISCO88"
"8252","8252","Operadores de máquinas de encuadernación","4","","825","","","","","","","AYUDACOD_ISCO88"
"8253","8253","Operadores de máquinas para fabricar productos de papel","4","","825","","","","","","","AYUDACOD_ISCO88"
"826","826","Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero","3","","82","","","","","","","AYUDACOD_ISCO88"
"8261","8261","Operadores de máquinas de preparación de fibras, hilado y devanado","4","","826","","","","","","","AYUDACOD_ISCO88"
"8262","8262","Operadores de telares y otras máquinas tejedoras","4","","826","","","","","","","AYUDACOD_ISCO88"
"8263","8263","Operadores de máquinas para coser","4","","826","","","","","","","AYUDACOD_ISCO88"
"8264","8264","Operadores de máquinas de blanqueo, teñido y tintura","4","","826","","","","","","","AYUDACOD_ISCO88"
"8265","8265","Operadores de máquinas de tratamiento de pieles y cueros","4","","826","","","","","","","AYUDACOD_ISCO88"
"8266","8266","Operadores de máquinas para la fabricación de calzado y afines","4","","826","","","","","","","AYUDACOD_ISCO88"
"8269","8269","Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificados bajo otros epígrafes","4","","826","","","","","","","AYUDACOD_ISCO88"
"827","827","Operadores de máquinas para elaborar alimentos y productos afines","3","","82","","","","","","","AYUDACOD_ISCO88"
"8271","8271","Operadores de máquinas para elaborar carne, pescado y mariscos","4","","827","","","","","","","AYUDACOD_ISCO88"
"8272","8272","Operadores de máquinas para elaborar productos lácteos","4","","827","","","","","","","AYUDACOD_ISCO88"
"8273","8273","Operadores de máquinas para moler cereales y especias","4","","827","","","","","","","AYUDACOD_ISCO88"
"8274","8274","Operadores de máquinas para elaborar cereales, productos de panadería y repostería y artículos de chocolate","4","","827","","","","","","","AYUDACOD_ISCO88"
"8275","8275","Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas","4","","827","","","","","","","AYUDACOD_ISCO88"
"8276","8276","Operadores de máquinas para fabricar azúcares","4","","827","","","","","","","AYUDACOD_ISCO88"
"8277","8277","Operadores de máquinas para elaborar té, café y cacao","4","","827","","","","","","","AYUDACOD_ISCO88"
"8278","8278","Operadores de máquinas para elaborar cerveza, vinos y otras bebidas","4","","827","","","","","","","AYUDACOD_ISCO88"
"8279","8279","Operadores de máquinas para elaborar productos del tabaco","4","","827","","","","","","","AYUDACOD_ISCO88"
"828","828","Montadores","3","","82","","","","","","","AYUDACOD_ISCO88"
"8281","8281","Montadores de mecanismos y elementos mecánicos de máquinas","4","","828","","","","","","","AYUDACOD_ISCO88"
"8282","8282","Montadores de equipos eléctricos","4","","828","","","","","","","AYUDACOD_ISCO88"
"8283","8283","Montadores de equipos electrónicos","4","","828","","","","","","","AYUDACOD_ISCO88"
"8284","8284","Montadores de productos metálicos, de caucho y de material plástico","4","","828","","","","","","","AYUDACOD_ISCO88"
"8285","8285","Montadores de productos de madera y de materiales afines","4","","828","","","","","","","AYUDACOD_ISCO88"
"8286","8286","Montadores de productos de cartón, textiles y materiales afines","4","","828","","","","","","","AYUDACOD_ISCO88"
"829","829","Otros operadores de máquinas y montadores","3","","82","","","","","","","AYUDACOD_ISCO88"
"8290","8290","Otros operadores de máquinas y montadores","4","","829","","","","","","","AYUDACOD_ISCO88"
"83","83","Conductores de vehículos y operadores de equipos pesados móviles","2","","8","","","","","","","AYUDACOD_ISCO88"
"831","831","Maquinistas de locomotoras y afines","3","","83","","","","","","","AYUDACOD_ISCO88"
"8311","8311","Maquinistas de locomotoras","4","","831","","","","","","","AYUDACOD_ISCO88"
"8312","8312","Guardafrenos, guardagujas y agentes de maniobras","4","","831","","","","","","","AYUDACOD_ISCO88"
"832","832","Conductores de vehículos de motor","3","","83","","","","","","","AYUDACOD_ISCO88"
"8321","8321","Conductores de motocicletas","4","","832","","","","","","","AYUDACOD_ISCO88"
"8322","8322","Conductores de automóviles, taxis y camionetas","4","","832","","","","","","","AYUDACOD_ISCO88"
"8323","8323","Conductores de autobuses y tranvías","4","","832","","","","","","","AYUDACOD_ISCO88"
"8324","8324","Conductores de camiones pesados","4","","832","","","","","","","AYUDACOD_ISCO88"
"833","833","Operadores de maquinaria agrícola móvil y de otras máquinas móviles","3","","83","","","","","","","AYUDACOD_ISCO88"
"8331","8331","Operadores de maquinaria agrícola y forestal motorizada","4","","833","","","","","","","AYUDACOD_ISCO88"
"8332","8332","Operadores de máquinas de movimiento de tierras y afines","4","","833","","","","","","","AYUDACOD_ISCO88"
"8333","8333","Operadores de grúas de aparatos elevadores y afines","4","","833","","","","","","","AYUDACOD_ISCO88"
"8334","8334","Operadores de carretillas y elevadoras","4","","833","","","","","","","AYUDACOD_ISCO88"
"834","834","Marineros de cubierta y afines","3","","83","","","","","","","AYUDACOD_ISCO88"
"8340","8340","Marineros de cubierta y afines","4","","834","","","","","","","AYUDACOD_ISCO88"
"9","9","Trabajadores no calificados","1","","","","","","","","","AYUDACOD_ISCO88"
"91","91","Trabajadores no calificados de ventas y servicios","2","","9","","","","","","","AYUDACOD_ISCO88"
"911","911","Vendedores ambulantes y afines","3","","91","","","","","","","AYUDACOD_ISCO88"
"9111","9111","Vendedores ambulantes de productos comestibles","4","","911","","","","","","","AYUDACOD_ISCO88"
"9112","9112","Vendedores ambulantes de productos no comestibles","4","","911","","","","","","","AYUDACOD_ISCO88"
"9113","9113","Vendedores a domicilio y por teléfono","4","","911","","","","","","","AYUDACOD_ISCO88"
"912","912","Limpiabotas y otros trabajadores callejeros","3","","91","","","","","","","AYUDACOD_ISCO88"
"9120","9120","Limpiabotas y otros trabajadores callejeros","4","","912","","","","","","","AYUDACOD_ISCO88"
"913","913","Personal doméstico y afines, limpiadores, lavanderos y planchadores","3","","91","","","","","","","AYUDACOD_ISCO88"
"9131","9131","Personal doméstico","4","","913","","","","","","","AYUDACOD_ISCO88"
"9132","9132","Limpiadores de oficinas, hoteles y otros establecimientos","4","","913","","","","","","","AYUDACOD_ISCO88"
"9133","9133","Lavanderos y planchadores manuales","4","","913","","","","","","","AYUDACOD_ISCO88"
"914","914","Conserjes, lavadores de ventanas y afines","3","","91","","","","","","","AYUDACOD_ISCO88"
"9141","9141","Conserjes","4","","914","","","","","","","AYUDACOD_ISCO88"
"9142","9142","Lavadores de vehículos, ventanas y afines","4","","914","","","","","","","AYUDACOD_ISCO88"
"915","915","Mensajeros, porteadores, porteros y afines","3","","91","","","","","","","AYUDACOD_ISCO88"
"9151","9151","Mensajeros, porteadores y repartidores","4","","915","","","","","","","AYUDACOD_ISCO88"
"9152","9152","Porteros y guardianes y afines","4","","915","","","","","","","AYUDACOD_ISCO88"
"9153","9153","Recolectores de dinero en aparatos de venta automática, lectores de medidores y afines","4","","915","","","","","","","AYUDACOD_ISCO88"
"916","916","Recolectores de basura y afines","3","","91","","","","","","","AYUDACOD_ISCO88"
"9161","9161","Recolectores de basura","4","","916","","","","","","","AYUDACOD_ISCO88"
"9162","9162","Barrenderos y afines","4","","916","","","","","","","AYUDACOD_ISCO88"
"92","92","Peones agropecuarios, forestales, pesqueros y afines","2","","9","","","","","","","AYUDACOD_ISCO88"
"921","921","Peones agropecuarios, forestales, pesqueros y afines","3","","92","","","","","","","AYUDACOD_ISCO88"
"9211","9211","Mozos de labranza y peones agropecuarios","4","","921","","","","","","","AYUDACOD_ISCO88"
"9212","9212","Peones forestales","4","","921","","","","","","","AYUDACOD_ISCO88"
"9213","9213","Peones de la pesca, la caza y la trampa","4","","921","","","","","","","AYUDACOD_ISCO88"
"93","93","Peones de la minería, la construcción, la industria manufacturera y el transporte","2","","9","","","","","","","AYUDACOD_ISCO88"
