"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","NOMBRE"
"1031","C1031","Procesado y conservación de patatas",4,"","103","Esta clase comprende:
- la preparación y conservación de patatas:
 · la fabricación de patatas congeladas precocinadas
 · la fabricación de puré de patatas deshidratadas
 · la fabricación de aperitivos a base de patata
 · la elaboración de harinas y sémola de patatas

Esta clase comprende también:
- el pelado industrial de patatas
- el pelado y cortado de patatas (Febrero 2017)",""," ","SI","","AYUDACOD_CNAE09"
"1032","C1032","Elaboración de zumos de frutas y hortalizas",4,"","103","Esta clase comprende:
- la fabricación de jugos de frutas y hortalizas

Esta clase comprende también:
- la producción de concentrados de frutas y hortalizas frescas",""," ","SI","","AYUDACOD_CNAE09"
"1039","C1039","Otro procesado y conservación de frutas y hortalizas",4,"","103","Esta clase comprende:
- la fabricación de productos alimenticios a base fundamentalmente de frutas o verduras, excepto platos preparados congelados o enlatados
- la conservación de frutas, frutos secos, legumbres y hortalizas: congelación, secado, conservación en aceite o en vinagre, enlatado, etc.
- la fabricación de productos alimenticios a base de frutas, legumbres y hortalizas
- la fabricación de confituras, mermeladas y jaleas
- el tostado de frutos secos
- la fabricación de productos alimenticios y pastas a base de frutos secos

Esta clase comprende también:
- la fabricación de productos alimenticios preparados perecederos a base de frutas, legumbres y hortalizas, como:
 · ensaladas empaquetadas
 · hortalizas peladas o troceadas
 · tofu (requesón de soja)
- el descascarillado y pelado de nueces (Febrero 2017)","Esta clase no comprende:
- la fabricación de zumos de frutas y hortalizas (véase 10.32)
- la fabricación de harinas y sémolas de legumbres secas (véase 10.61)
- la conservación de frutas y frutos secos en azúcar (véase 10.82)
- la elaboración de platos precocinados a base de legumbres y hortalizas (véase 10.85)
- la fabricación de concentrados artificiales (véase 10.89)"," ","SI","","AYUDACOD_CNAE09"
"104","C104","Fabricación de aceites y grasas vegetales y animales",3,"","10","Este grupo comprende la producción de aceites y grasas refinados y sin refinar de origen vegetal o animal, excepto la obtención o el refinado de manteca de cerdo y otras grasas animales comestibles (véase 10.11).",""," ","SI","","AYUDACOD_CNAE09"
"1042","C1042","Fabricación de margarina y grasas comestibles similares",4,"","104","Esta clase comprende:
- la fabricación de margarina
- la elaboración de otros sucedáneos de la mantequilla
- la obtención de grasas compuestas para cocinar",""," ","SI","","AYUDACOD_CNAE09"
"1043","C1043","Fabricación de aceite de oliva",4,"","104","Esta clase comprende:
- la fabricación de aceite de oliva sin refinar
- la fabricación de aceite de oliva refinado",""," ","SI","","AYUDACOD_CNAE09"
"1044","C1044","Fabricación de otros aceites y grasas",4,"","104","Esta clase comprende:
- la fabricación de aceites vegetales (excepto de oliva) sin refinar: aceite de soja, palma, girasol, semillas de algodón, colza, nabina, mostaza, linaza, etc.
- la fabricación de harinas o sémolas no desgrasadas a partir de semillas, frutos secos o pepitas oleaginosas
- la fabricación de aceites vegetales (excepto de oliva) refinados: aceite de soja, etc.
- el procesado de aceites vegetales (excepto de oliva): soplado, cocido, deshidratación, hidrogenación, etc.

Esta clase comprende también:
- la fabricación de aceites y grasas animales no comestibles
- la obtención de aceites de pescado y de mamíferos marinos
- la producción de borras de algodón, tortas de aceite y demás residuos de la obtención de aceite","Esta clase no comprende:
- la obtención y refinado de manteca de cerdo y otras grasas animales comestibles (véase 10.11)
- la fabricación de margarina (véase 10.42)
- el triturado de maíz húmedo (véase 10.62)
- la elaboración de aceite de maíz (véase 10.62)
- la fabricación de aceites esenciales (véase 20.53)
- el tratamiento de aceites y grasas mediante procesos químicos (véase 20.59)"," ","SI","","AYUDACOD_CNAE09"
"105","C105","Fabricación de productos lácteos",3,"","10","",""," ","","","AYUDACOD_CNAE09"
"1052","C1052","Elaboración de helados",4,"","105","Esta clase comprende:
- la fabricación de helados y productos similares como sorbetes","Esta clase no comprende:
- las actividades de las heladerías (véase 56.10)"," ","SI","","AYUDACOD_CNAE09"
"1053","C1053","Fabricación de quesos",4,"","105","Esta clase comprende:
- la producción de queso y cuajada","Esta clase no comprende:
- la producción de sucedáneos no lácteos del queso (véase 10.89)"," ","SI","","AYUDACOD_CNAE09"
"1054","C1054","Preparación de leche y otros productos lácteos",4,"","105","Esta clase comprende:
- la producción de leche líquida fresca, pasteurizada, esterilizada, homogeneizada o tratada a altas temperaturas
- la producción de bebidas a base de leche (batidos...)
- la producción de nata a partir de leche líquida fresca, pasteurizada, esterilizada, homogeneizada
- la elaboración de leche en polvo o concentrada, azucarada o sin azucarar
- la producción de leche o nata en forma sólida
- la producción de mantequilla
- la producción de yogur
- la producción de suero de leche
- la producción de caseína y lactosa","Esta clase no comprende:
- la producción de leche cruda de vaca (véase 01.41)
- la producción de leche cruda de oveja, cabra, yegua, burra, camella, etc. (véase 01.43, 01.44, 01.45)
- la producción de sucedáneos no lácteos de la leche y el queso (véase 10.89)"," ","SI","","AYUDACOD_CNAE09"
"106","C106","Fabricación de productos de molinería, almidones y productos amiláceos",3,"","10","Este grupo comprende la molienda de harina o sémola a partir de cereales o productos de origen vegetal; la molienda, limpieza y pulido del arroz; y la fabricación de mezclas de harinas o masas de estos productos. Se incluye asimismo el triturado húmedo de maíz y hortalizas, y la fabricación de almidones y productos amiláceos.",""," ","SI","","AYUDACOD_CNAE09"
"1061","C1061","Fabricación de productos de molinería",4,"","106","Esta clase comprende:
- la molienda de cereales: producción de harinas, grañones, sémolas o aglomerados (pellets) de trigo, centeno, avena, maíz y otros granos de cereales
- la molienda de arroz: producción de arroz descascarillado, blanqueado, pulido, glaseado, escaldado o convertido
- la elaboración de harina de arroz
- la molienda de productos de origen vegetal: producción de harinas o sémolas de leguminosa de grano seco, de raíces o tubérculos (excepto patatas), o de frutos secos comestibles
- la fabricación de productos para el desayuno a base de cereales
- la fabricación de mezclas de harinas y masas preparadas para pan, pasteles, galletas o tortitas","Esta clase no comprende:
- la fabricación de harina o sémola de patata (véase 10.31)
- el triturado de maíz húmedo (véase 10.62)"," ","SI","","AYUDACOD_CNAE09"
"1062","C1062","Fabricación de almidones y productos amiláceos",4,"","106","Esta clase comprende:
- la elaboración de almidones y féculas de arroz, patata, maíz, etc.
- el triturado de maíz húmedo
- la elaboración de glucosa, jarabe de glucosa, maltosa, inulina, etc.
- la elaboración de gluten
- la elaboración de tapioca y sucedáneos de tapioca preparados a base de almidones
- la elaboración de aceite de maíz","Esta clase no comprende:
- la producción de lactosa (azúcar lácteo) (véase 10.54)
- la producción de azúcar de caña o remolacha azucarera (véase 10.81)"," ","SI","","AYUDACOD_CNAE09"
"1071","C1071","Fabricación de pan y de productos frescos de panadería y pastelería",4,"","107","Esta clase comprende:
- la fabricación de productos frescos de panadería:
 · panes y panecillos
 · pastas, tortas, tartas, pasteles, tortitas, gofres, bollos, etc.","Esta clase no comprende:
- la fabricación de productos secos de panadería (véase 10.72)
- la fabricación de pastas alimenticias (véase 10.73)
- el horneado de productos de panadería para su consumo inmediato (véase 56)"," ","SI","","AYUDACOD_CNAE09"
"1072","C1072","Fabricación de galletas y productos de panadería y pastelería de larga duración",4,"","107","Esta clase comprende:
- la fabricación de galletas y biscotes y de otros productos secos de panadería
- la fabricación de productos de repostería con conservante
- la producción de aperitivos (galletas dulces o saladas, pretzels, etc.) dulces o salados","Esta clase no comprende:
- la fabricación de aperitivos a base de patata (véase 10.31)"," ","SI","","AYUDACOD_CNAE09"
"1073","C1073","Fabricación de pastas alimenticias, cuscús y productos similares",4,"","107","Esta clase comprende:
- la fabricación de pastas alimenticias: cocidas y sin cocer, rellenas o sin rellenar
- la fabricación de cuscús
- la fabricación de pastas alimenticias enlatadas o congeladas","Esta clase no comprende:
- la fabricación de platos de cuscús preparados (véase 10.85)
- la fabricación de sopas que contienen pasta (véase 10.89)"," ","SI","","AYUDACOD_CNAE09"
"108","C108","Fabricación de otros productos alimenticios",3,"","10","Este grupo comprende la producción de azúcar y productos de confitería, comidas y platos preparados, café, té y especias, así como de productos alimenticios perecederos y especiales.",""," ","SI","","AYUDACOD_CNAE09"
"1082","C1082","Fabricación de cacao, chocolate y productos de confitería",4,"","108","Esta clase comprende:
- la elaboración de cacao, manteca de cacao, grasa de cacao, aceite de cacao
- la elaboración de chocolate y productos de chocolate
- la elaboración de productos de confitería: caramelos, pastillas de regaliz, turrones, glaseados, chocolate blanco
- la fabricación de chicle
- la conservación en azúcar de frutas, frutos secos, cortezas de frutas y otras partes de plantas (satinadas, escarchadas y similares)
- la elaboración de pastillas de confitería","Esta clase no comprende:
- la fabricación de sacarosa (véase 10.81)"," ","SI","","AYUDACOD_CNAE09"
"1083","C1083","Elaboración de café, té e infusiones",4,"","108","Esta clase comprende:
- el descafeinado y el tostado de café
- la producción de productos de café:
 · café molido
 · café soluble
 · extractos y concentrados de café
- la elaboración de sucedáneos de café
- la mezcla de té y de hierba mate
- la fabricación de extractos y preparados a base de té o hierba mate
- el empaquetado  de té, incluido el empaquetado en bolsas de té 

Esta clase comprende también:
- la elaboración de infusiones (menta, verbena, manzanilla, etc.)
- la producción (relleno) de bolsitas de té y café en sobres (Febrero 2017)","Esta clase no comprende:
- la elaboración de inulina (véase 10.62)
- la fabricación de licores, cerveza, vino y bebidas no alcohólicas (véase 11)
- la preparación de productos botánicos para uso farmacéutico (véase 21.20)"," ","SI","","AYUDACOD_CNAE09"
