"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","NOMBRE"
"17","C17","Industria del papel",2,"","C","Esta división abarca la fabricación de pasta papelera, papel y productos de papel transformado. La fabricación de estos productos se agrupa porque constituye una serie de procesos conectados verticalmente. Con frecuencia se realiza más de una actividad en la misma unidad. 

Fundamentalmente se llevan a cabo tres actividades. La fabricación de pasta papelera consiste en separar las fibras de celulosa de otros materiales en la madera, o en disolver y destintar el papel usado, y añadir a la mezcla pequeñas cantidades de reactivos para reforzar la aglutinación de las fibras. La fabricación del papel comprende el vertido de la pasta en una criba móvil con el fin de formar una hoja continua. Los productos de papel transformado se fabrican con papel y otros materiales mediante diversas técnicas. 

Los artículos de papel pueden estar impresos (papeles pintados, envoltorios para regalo, etc.), siempre que la finalidad principal no sea la impresión de información. 

La producción de pasta papelera, papel y cartón a granel se incluye en el grupo 17.1, mientras que el resto de clases comprende la producción de papel y productos de papel sometidos a transformaciones ulteriores.",""," ","SI","","AYUDACOD_CNAE09"
"171","C171","Fabricación de pasta papelera, papel y cartón",3,"","17","",""," ","","","AYUDACOD_CNAE09"
"1711","C1711","Fabricación de pasta papelera",4,"","171","Esta clase comprende:
- la fabricación de pasta de papel blanqueada, semiblanqueada o cruda mediante procedimientos mecánicos, químicos (solubles o no) o semiquímicos
- la fabricación de pasta papelera a partir de residuos textiles, como borras de algodón
- la eliminación de tinta y la fabricación de pasta papelera a partir de papel usado",""," ","SI","","AYUDACOD_CNAE09"
"1712","C1712","Fabricación de papel y cartón",4,"","171","Esta clase comprende:
- la fabricación de papel y cartón con vistas a un tratamiento industrial posterior

Esta clase comprende también:
- el tratamiento industrial posterior de papel y cartón:
 · el encolado, el recubrimiento y la impregnación de papel y cartón
 · la fabricación de papel rizado o plegado
 · la fabricación de laminados y papel de aluminio, si se laminan con papel o cartón
- la fabricación de papel hecho a mano
- la fabricación de papel prensa y otro papel de impresión o escritura
- la fabricación de guata de celulosa y bandas de fibras de celulosa
- la fabricación de papel de calco y papel para clichés de multicopista en rollos o grandes pliegos","Esta clase no comprende:
- la fabricación de papel y cartón ondulados (véase 17.21)
- la fabricación de artículos de papel, cartón o pasta papelera (véase 17.22, 17.23, 17.24 y 17.29)
- la fabricación de papel revestido o impregnado, cuando el revestimiento o la impregnación constituyan el principal componente (véase la clase en la que se clasifica la fabricación del revestimiento o la impregnación)
- la fabricación de papel abrasivo (véase 23.91)"," ","SI","","AYUDACOD_CNAE09"
"172","C172","Fabricación de artículos de papel y de cartón",3,"","17","",""," ","","","AYUDACOD_CNAE09"
"1721","C1721","Fabricación de papel y cartón ondulados; fabricación de envases y embalajes de papel y cartón",4,"","172","Esta clase comprende:
- la fabricación de papel y cartón ondulados
- la fabricación de embalajes de papel o cartón ondulados
- la fabricación de embalajes plegables de cartón
- la fabricación de embalajes de cartón duro
- la fabricación de otros embalajes de papel y cartón
- la fabricación de sacos y bolsas de papel
- la fabricación de archivadores de cartón de oficina y artículos similares","Esta clase no comprende:
- la fabricación de sobres (véase 17.23)
- la fabricación de artículos moldeados o prensados de pasta papelera (por ejemplo, cajas para el envasado de huevos, platos moldeados de pasta de papel) (véase 17.29)"," ","SI","","AYUDACOD_CNAE09"
"1722","C1722","Fabricación de artículos de papel y cartón para uso doméstico, sanitario e higiénico",4,"","172","Esta clase comprende:
- la fabricación de papel para uso doméstico e higiene personal, y de productos de guata de celulosa:
 · toallitas para desmaquillar
 · pañuelos, toallas, servilletas
 · papel higiénico
 · compresas higiénicas y tampones, pañales para bebés y similares
 · vasos, platos y bandejas 
 · plantillas de celulosa para el calzado","Esta clase no comprende:
- la fabricación de guata de celulosa (véase 17.12)"," ","SI","","AYUDACOD_CNAE09"
"1723","C1723","Fabricación de artículos de papelería",4,"","172","Esta clase comprende:
- la fabricación de papel listo para impresión y escritura
- la fabricación de papel para impresora de ordenador
- la fabricación de papel autocopiativo listo para su uso
- la fabricación de clichés de multicopista y papel de calco listo para su uso
- la fabricación de papel engomado o adhesivo listo para su uso
- la fabricación de sobres y tarjetas postales
- la fabricación de artículos de papelería educativos y comerciales (cuadernos, carpetas, registros, libros contables, formularios comerciales, etc.) cuando la información impresa no constituya su característica principal
- la fabricación de cajas, carteras y juegos de artículos de escritorio que incluyan un surtido de material de papelería","Esta clase no comprende:
- la impresión en papel (véase 18.11)"," ","SI","","AYUDACOD_CNAE09"
"1724","C1724","Fabricación de papeles pintados",4,"","172","Esta clase comprende:
- la fabricación de papeles pintados y otros revestimientos similares para paredes, incluido el papel con un baño de vinilo y el papel textil","Esta clase no comprende:
- la fabricación de papel y cartón en bruto (véase 17.12)
- la fabricación de papeles pintados de plástico (véase 22.29)"," ","SI","","AYUDACOD_CNAE09"
"1729","C1729","Fabricación de otros artículos de papel y cartón",4,"","172","Esta clase comprende:
- la fabricación de etiquetas
- la fabricación de papel y cartón filtrantes
- la fabricación de tambores, bobinas, canillas, etc. de papel y cartón
- la fabricación de embalajes alveolares de pasta de papel para huevos y otros productos similares, etc. 
- la fabricación de cuerdas y cordajes de papel 
- la fabricación de artículos promocionales y de regalo de papel
- la fabricación de tarjetas de papel o cartón para máquinas Jacquard","Esta clase no comprende:
- la fabricación de cartas para juegos de mesa (véase 32.40)
- la fabricación de juegos y juguetes de papel y cartón (véase 32.40)"," ","SI","","AYUDACOD_CNAE09"
"18","C18","Artes gráficas y reproducción de soportes grabados",2,"","C","Esta división comprende la impresión de periódicos, libros, publicaciones periódicas, impresos comerciales, tarjetas de felicitación y otros materiales impresos, y las actividades complementarias asociadas, como la encuadernación, los servicios de fotograbado y la representación en imágenes de los datos. Las actividades complementarias incluidas aquí forman parte integrante de la industria de la impresión y estas operaciones en casi todos los casos ofrecen un producto (una plancha para impresión, un libre encuadernado o un disco o fichero informático) que forma parte integrante de la industria de las artes gráficas.

Entre los procedimientos que se utilizan en las artes gráficas se encuentran una serie de métodos de transferencia de imágenes desde una plancha, pantalla o fichero informático a un soporte, como papel, plástico, metal, artículos textiles o madera. Los métodos más importantes consisten en la transferencia de la imagen desde una plancha o pantalla al soporte por medio de la litografía, el huecograbado, la serigrafía o la flexografía.

Aunque una sola unidad puede realizar la impresión y la edición (un periódico, por ejemplo), cada vez es menos frecuente que se lleven a cabo estas actividades diferenciadas en la misma ubicación física. 

Esta división comprende también la reproducción de soportes grabados, como discos compactos, grabaciones de vídeo y programas informáticos en discos o cintas, etc.","Esta división no comprende las actividades de edición (véase la sección J)."," ","SI","","AYUDACOD_CNAE09"
"181","C181","Artes gráficas y servicios relacionados con las mismas",3,"","18","Este grupo comprende la impresión de periódicos, libros, publicaciones periódicas, impresos comerciales, tarjetas de felicitación y otros materiales impresos, y las actividades complementarias asociadas, como la encuadernación, los servicios de fotograbado y la representación en imágenes de los datos. La impresión puede realizarse utilizando diversas técnicas y en distintos materiales.",""," ","SI","","AYUDACOD_CNAE09"
"1811","C1811","Artes gráficas y servicios relacionados con las mismas",4,"","181","Esta clase comprende también:
- la impresión de otras publicaciones periódicas que se publican al menos cuatro veces por semana","Esta clase no comprende:
- la edición de material impreso (véase 58.1)
- el fotocopiado de documentos (véase 82.19)"," ","SI","","AYUDACOD_CNAE09"
"1812","C1812","Otras actividades de impresión y artes gráficas",4,"","181","Esta clase comprende:
- la impresión de otras revistas y publicaciones periódicas que se publican menos de cuatro veces por semana
- la impresión de libros y folletos, cuadernos y partituras de música, mapas, atlas, carteles, catálogos, prospectos y otros impresos publicitarios, sellos de correos, timbres fiscales, documentos de propiedad, cheques y otros títulos, tarjetas inteligentes, álbumes, dietarios, calendarios y otros impresos comerciales, artículos de papelería de uso personal y otros impresos, por medio de prensas de imprenta, offset, fotograbado, flexografía, serigrafía u otros métodos de impresión por estampación, por multicopistas, impresoras controladas por ordenador, grabadoras en relieve, etc., incluyendo la impresión rápida
- la impresión directa en textiles, plástico, vidrio, metal, madera y cerámica

El material impreso generalmente está sujeto a derechos de autor.

Esta clase comprende también:
- la impresión en etiquetas (impresión litográfica, fotograbado, flexografía u otras)","Esta clase no comprende:
- el serigrafiado de textiles y prendas de vestir (véase 13.30)
- la fabricación de artículos de papelería (cuadernos, carpetas, registros, libros contables, formularios comerciales, etc.) cuando la información impresa no constituya su característica principal (véase 17.23)
- la edición de material impreso (véase 58.1)"," ","SI","","AYUDACOD_CNAE09"
"1813","C1813","Servicios de preimpresión y preparación de soportes",4,"","181","Esta clase comprende:
- la composición, la fotocomposición, la introducción de datos para preimpresión, incluido el escaneado (digitalización de texto o imágenes) y el reconocimiento óptico de caracteres, la compaginación electrónica
- la preparación de ficheros de datos para aplicaciones multimedia (impresión en papel, CD-ROM, Internet) 
- los servicios de fotograbado, incluida la composición de imágenes y de clichés (para los procedimientos de impresión tipográfica y offset)
- la preparación de cilindros: el grabado de cilindros de fotograbado
- el procesado de planchas: ""del ordenador a la plancha (""computer to plate"" CTP) (incluidas las planchas de fotopolímeros)
- la preparación de planchas y troqueles para la impresión o la estampación en relieve
- la preparación de:
 · trabajos artísticos de carácter técnico, como la preparación bloques de madera o piedra para litografía
 · soportes de presentación, por ejemplo transparencias y otras formas de presentación
 · bocetos, croquis, maquetas, etc.
 · producción de pruebas","Esta clase no comprende:
- las actividades de diseño especializadas (véase 74.10)"," ","SI","","AYUDACOD_CNAE09"
"1814","C1814","Encuadernación y servicios relacionados con la misma",4,"","181","Esta clase comprende:
- la encuadernación comercial, montaje de muestras y servicios de postimpresión de apoyo a las actividades de impresión, como la encuadernación comercial y el acabado de libros, folletos, revistas, catálogos, etc. mediante plegado, corte, alzado, embastado, encuadernación, encolado, estampado en oro; la encuadernación espiral y la encuadernación con cable de plástico
- la encuadernación y el acabado de papel o cartón impresos mediante plegado, estampado, perforación, taladrado, grabado, pegado, encolado, laminado
- los servicios de acabado para CD-ROM
- los servicios de acabado para la expedición de correspondencia, como la personalización y la preparación de sobres
- otras actividades de acabado como troquelado, grabado y estampación, copia de Braille",""," ","SI","","AYUDACOD_CNAE09"
"182","C182","Reproducción de soportes grabados",3,"","18","",""," ","","","AYUDACOD_CNAE09"
"1820","C1820","Reproducción de soportes grabados",4,"","182","Esta clase comprende:
- la reproducción, a partir de grabaciones originales, de discos, discos compactos y cintas de música u otras grabaciones sonoras
- la reproducción, a partir de grabaciones originales, de discos, discos compactos y cintas de películas u otras grabaciones de vídeo
- la reproducción, a partir de grabaciones originales, de programas y datos en discos y cintas","Esta clase no comprende:
- la reproducción de material impreso (véase 18.11 y 18.12)
- la edición de programas informáticos (véase 58.2)
- la producción y distribución de películas de celuloide, cintas de vídeo y películas en DVD o medios similares (véase 59.1)
- la reproducción de películas cinematográficas para su distribución en salas de proyección (véase 59.12)
- la producción de copias originales de discos o material de sonido (véase 59.20)"," ","SI","","AYUDACOD_CNAE09"
"19","C19","Coquerías y refino de petróleo",2,"","C","Esta división comprende la transformación de crudo de petróleo y carbón en productos utilizables. El proceso dominante es el refino de petróleo, que consiste en la separación del crudo de petróleo en sus componentes mediante técnicas como el craqueo y la destilación. Esta división comprende también la elaboración por cuenta propia de productos característicos (por ejemplo, coque, butano, propano, queroseno, fueloil, etc.), así como los servicios de tratamiento (por ejemplo, refino por encargo).

Esta división comprende la fabricación de gases como etano, propano y butano como productos de las refinerías de petróleo.","No se incluye la fabricación de dichos gases en otras unidades (20.14), la fabricación de gases industriales (20.11), la extracción de gas natural (metano, etano, butano o propano) (06.20) ni la producción de gas combustible distinto de los gases de petróleo (por ejemplo, gas de hulla, gas de agua, gas pobre) (35.21). La fabricación de productos petroquímicos a partir de petróleo refinado se clasifica en la división 20."," ","SI","","AYUDACOD_CNAE09"
"191","C191","Coquerías",3,"","19","",""," ","","","AYUDACOD_CNAE09"
"1910","C1910","Coquerías",4,"","191","Esta clase comprende:
- la explotación de coquerías
- la producción de coque y semicoque
- la producción de brea y coque de brea
- la producción de gas de hulla en coquerías
- la producción de alquitranes de hulla y lignito en bruto
- la aglomeración de coque","Esta clase no comprende:
- la fabricación de briquetas combustibles de hulla (véase 19.20)"," ","SI","","AYUDACOD_CNAE09"
"192","C192","Refino de petróleo",3,"","19","",""," ","","","AYUDACOD_CNAE09"
"20","C20","Industria química",2,"","C","Esta división comprende la transformación de materias primas orgánicas e inorgánicas mediante un proceso químico y la formación de productos. Distingue entre la fabricación de productos químicos básicos que constituye el primer grupo, y la fabricación de productos intermedios y finales mediante el tratamiento de productos químicos básicos, que se incluyen en las demás clases.",""," ","SI","","AYUDACOD_CNAE09"
"201","C201","Fabricación de productos químicos básicos, compuestos nitrogenados, fertilizantes, plásticos y caucho sintético en formas primarias",3,"","20","Este grupo comprende la fabricación de productos químicos básicos, fertilizantes y compuestos nitrogenados, así como de plásticos y caucho sintético en sus formas primarias.",""," ","SI","","AYUDACOD_CNAE09"
"2011","C2011","Fabricación de gases industriales",4,"","201","Esta clase comprende:
- la fabricación de gases inorgánicos industriales o médicos licuados o comprimidos:
 · gases elementales
 · aire líquido o comprimido
 · gases refrigerantes
 · mezclas de gases industriales
 · gases inertes, tales como dióxido de carbono
 · gases aislantes
 . mezcla de gases (Febrero 2017)","Esta clase no comprende:
- la extracción de metano, etano, butano o propano (véase 06.20)
- la fabricación de gases combustibles tales como etano, butano o propano, en refinerías de petróleo (véase 19.20)
- la fabricación de combustibles gaseosos a partir de carbón, residuos, etc. (véase 35.21)"," ","SI","","AYUDACOD_CNAE09"
"2012","C2012","Fabricación de colorantes y pigmentos",4,"","201","Esta clase comprende:
- la fabricación de colorantes y pigmentos de cualquier origen, en forma básica o concentrada

Esta clase comprende también:
- la fabricación de productos que se utilizan como agentes abrillantadores fluorescentes o como luminóforos","Esta clase no comprende:
- la fabricación de colorantes y pigmentos preparados (véase 20.30)"," ","SI","","AYUDACOD_CNAE09"
"2013","C2013","Fabricación de otros productos básicos de química inorgánica",4,"","201","Esta clase comprende la fabricación de productos químicos utilizando procesos básicos. El producto de estos procesos suele consistir en elementos químicos independientes o compuestos definidos químicamente independientes. 

Esta clase comprende:
- la fabricación de elementos químicos (excepto gases industriales y metales básicos)
- la fabricación de ácidos inorgánicos excepto el ácido nítrico
- la fabricación de álcalis, lejías y otras bases inorgánicas excepto el amoníaco
- la fabricación de otros compuestos inorgánicos
- el tostado de piritas de hierro
- la fabricación de agua destilada

Esta clase comprende también:
- el enriquecimiento de minerales de uranio y de torio","Esta clase no comprende:
- la producción de gases industriales (véase 20.11)
- la fabricación de fertilizantes nitrogenados y de compuestos nitrogenados (véase 20.15)
- la fabricación de amoníaco (véase 20.15)
- la fabricación de cloruro de amonio (véase 20.15)
- la fabricación de nitritos y nitratos de potasio (véase 20.15)
- la fabricación de carbonatos de amonio (véase 20.15)
- la fabricación de agua destilada aromática (véase 20.53)
- la fabricación de metales básicos (véase 24)"," ","SI","","AYUDACOD_CNAE09"
"2014","C2014","Fabricación de otros productos básicos de química orgánica",4,"","201","Esta clase comprende la fabricación de productos químicos utilizando procesos básicos, como el craqueo térmico y la destilación. El producto de estos procesos suele consistir en elementos químicos independientes o compuestos definidos químicamente independientes. 

Esta clase comprende:
- la fabricación de productos químicos orgánicos básicos:
 · hidrocarburos acíclicos, saturados y no saturados
 · hidrocarburos cíclicos, saturados y no saturados
 · alcoholes acíclicos y cíclicos
 · ácidos mono- y policarboxílicos, incluido el ácido acético
 · otros compuestos de función oxígeno, incluidos aldehídos, cetonas, quinonas y compuestos de función oxígeno binarios o múltiples
 · glicerol sintético
 · compuestos de función nitrógeno, incluidas las aminas
 · fermentación de caña de azúcar, maíz o productos similares para producir alcoholes y esteres
 · otros compuestos orgánicos incluidos los productos procedentes de la destilación de la madera (por ejemplo, carbón vegetal), etc.
- la fabricación de productos sintéticos aromáticos
- la destilación de alquitrán de hulla","Esta clase no comprende:
- la fabricación de plásticos en sus formas primarias (véase 20.16)
- la fabricación de caucho sintético en sus formas primarias (véase 20.17)
- la fabricación de glicerol en bruto (véase 20.41)
- la fabricación de aceites esenciales naturales (véase 20.53)
- la fabricación de ácidos salicílico y O-acetilsalicílico (véase 21.10)"," ","SI","","AYUDACOD_CNAE09"
"2015","C2015","Fabricación de fertilizantes y compuestos nitrogenados",4,"","201","Esta clase comprende:
- la fabricación de abonos:
 · abonos nitrogenados, fosfatados o potásicos puros o complejos
 · urea, fosfatos naturales en bruto y sales de potasio naturales en bruto
- la fabricación de productos nitrogenados afines:
 · ácido nítrico y ácido sulfonítrico, amoníaco, cloruro de amonio, carbonato de amonio, nitritos y nitratos de potasio

Esta clase comprende también:
- la fabricación de sustratos para plantación con turba como componente principal
- la fabricación de sustratos para plantación a base de mezclas de tierra natural, arena, arcilla y minerales","Esta clase no comprende:
- la extracción de guano (véase 08.91)
- la fabricación de productos agroquímicos, como plaguicidas (véase 20.20) 
- la producción de compost a partir del tratamiento de residuos orgánicos (véase 38.21)"," ","SI","","AYUDACOD_CNAE09"
"2016","C2016","Fabricación de plásticos en formas primarias",4,"","201","Esta clase comprende la fabricación de resinas, materiales plásticos y elastómeros termoplásticos no vulcanizables, así como la mezcla y combinación por encargo de resinas y la fabricación de resinas sintéticas no producidas según especificaciones.

Esta clase comprende:
- la fabricación de primeras materias plásticas:
 · polímeros, incluidos los polímeros de etileno, propileno, estireno, cloruro de vinilo, acetato de vinilo y acrílicos
 · poliamidas
 · resinas fenólicas, resinas de expóxido y poliuretano
 · resinas alquídicas, resinas de poliéster y poliésteres
 · siliconas
 · intercambiadores de iones basados en polímeros

Esta clase comprende también:
- la fabricación de celulosa y sus derivados químicos","Esta clase no comprende:
- la fabricación de fibras, filamentos e hilo artificiales y sintéticos (véase 20.60)
- la trituración de productos plásticos (véase 38.32)"," ","SI","","AYUDACOD_CNAE09"
"2017","C2017","Fabricación de caucho sintético en formas primarias",4,"","201","Esta clase comprende:
- la fabricación de caucho sintético en sus formas primarias:
 · caucho sintético
 · factis
- la fabricación de mezclas de caucho sintético y caucho natural o gomas similares al caucho (por ejemplo, balata)",""," ","SI","","AYUDACOD_CNAE09"
"2020","C2020","Fabricación de pesticidas y otros productos agroquímicos",4,"","202","Esta clase comprende:
- la fabricación de insecticidas, raticidas, fungicidas, herbicidas, acaricidas, moluscicidas, biocidas
- la fabricación de inhibidores de germinación y reguladores del crecimiento de las plantas
- la fabricación de desinfectantes tanto agrícolas como para otros usos
- la fabricación de otros productos agroquímicos n.c.o.p.","Esta clase no comprende:
- la fabricación de abonos y compuestos de nitrógeno (véase 20.15) 
- la fabricación de sustratos para plantación con turba como componente principal (véase 20.15)
- la fabricación de sustratos para plantación a base de mezclas de tierra natural, arena, arcilla y minerales (véase 20.15)"," ","SI","","AYUDACOD_CNAE09"
"141","C141","Confección de prendas de vestir, excepto de peletería",3,"","14","Este grupo comprende la fabricación de prendas de vestir. El material utilizado puede ser de cualquier tipo, y estar bañado, impregnado o engomado.",""," ","SI","","AYUDACOD_CNAE09"
"1411","C1411","Confección de prendas de vestir de cuero",4,"","141","Esta clase comprende:
- la fabricación de prendas de vestir confeccionadas con cuero o cuero artificial o regenerado, incluidos los accesorios de cuero para actividades industriales, como los delantales de cuero para soldadura","Esta clase no comprende:
- la fabricación de prendas de vestir de piel (véase 14.20)
- la fabricación de guantes y gorros de deporte de cuero (véase 32.30)
- la fabricación de prendas ignífugas y prendas protectoras de seguridad (véase 32.99)"," ","SI","","AYUDACOD_CNAE09"
"1412","C1412","Confección de ropa de trabajo",4,"","141","","Esta clase no comprende:
- la fabricación de calzado (véase 15.20)
- la fabricación de prendas ignífugas y prendas protectoras de seguridad (véase 32.99)
- la reparación de prendas de vestir (véase 95.29)"," ","SI","","AYUDACOD_CNAE09"
"1413","C1413","Confección de otras prendas de vestir exteriores",4,"","141","Esta clase comprende:
- la confección de otras prendas exteriores con tejidos, géneros de punto, tela no tejida, etc., para hombres, mujeres y niños:
 · abrigos, trajes, conjuntos, chaquetas, pantalones, faldas, etc.

Esta clase comprende también:
- la sastrería a medida
- la fabricación de componentes de los productos mencionados en esta clase","Esta clase no comprende:
- la confección de prendas de vestir de piel (excepto sombrerería) (véase 14.20)
- la confección de prendas de vestir de caucho o materias plásticas, no unidas por costuras sino simplemente pegadas (véase 22.19 y 22.29)
- la fabricación de prendas ignífugas y prendas protectoras de seguridad (véase 32.99)
- la reparación de prendas de vestir (véase 95.29)"," ","SI","","AYUDACOD_CNAE09"
"1414","C1414","Confección de ropa interior",4,"","141","Esta clase comprende:
- la confección de ropa interior y de dormir con tejidos, género de punto, encaje, etc. para hombres, mujeres y niños:
 · camisetas, calzoncillos, pijamas, camisones, bragas, sujetadores, corsés, etc.

Esta clase comprende también:
- la confección de blusas, camisas y batas","Esta clase no comprende:
- la fabricación de artículos de calcetería, incluidos calcetines, medias ordinarias y medias pantalón (véase 14.31)
- la reparación de prendas de vestir (véase 95.29)"," ","SI","","AYUDACOD_CNAE09"
"1419","C1419","Confección de otras prendas de vestir y accesorios",4,"","141","Esta clase comprende:
- la confección de prendas para bebés, prendas para la práctica de deportes, prendas de esquí, bañadores, etc.
- la fabricación de sombreros y gorras
- la fabricación de otros accesorios de vestir: guantes, cinturones, chales, corbatas, corbatines, redecillas para el pelo, etc.

Esta clase comprende también:
- la confección de gorros de piel
- la fabricación de calzado de materias textiles sin suela incorporada
- la fabricación de componentes de los productos mencionados en esta clase","Esta clase no comprende: 
- la fabricación de artículos de calcetería, incluidos calcetines, medias ordinarias y medias pantalón (véase 14.31)
- la fabricación de gorros de deporte (véase 32.30)
- la fabricación de cascos de seguridad (excepto gorros de deporte) (véase 32.99)
- la fabricación de prendas ignífugas y prendas protectoras de seguridad (véase 32.99)
- la reparación de prendas de vestir (véase 95.29)"," ","SI","","AYUDACOD_CNAE09"
"142","C142","Fabricación de artículos de peletería",3,"","14","",""," ","","","AYUDACOD_CNAE09"
"1420","C1420","Fabricación de artículos de peletería",4,"","142","Esta clase comprende:
- la confección de artículos de peletería:
 · prendas de vestir y accesorios de piel
 · productos a partir de recortes de piel como pieles cosidas, láminas, tapetes, cintas, etc.
 · artículos de peletería diversos: alfombras, pufes sin rellenar, gamuzas para la limpieza industrial","Esta clase no comprende:
- la producción de pieles de peletería en bruto (véase 01.4 y 01.70)
- la producción de cueros y pieles en bruto procedentes de mataderos (véase 10.11)
- la fabricación de pieles de imitación (tela de pelo largo obtenida por tejido y tricotaje) (véase 13.20 y 13.91) 
- la fabricación de gorros de piel (véase 14.19)
- la fabricación de prendas de vestir guarnecidas con piel (véase 14.19)
- la preparación y el teñido de pieles (véase 15.11)
- la fabricación de calzado con partes de piel (véase 15.20)"," ","SI","","AYUDACOD_CNAE09"
"143","C143","Confección de prendas de vestir de punto",3,"","14","",""," ","","","AYUDACOD_CNAE09"
"1431","C1431","Confección de calcetería",4,"","143","Esta clase comprende:
- la fabricación de artículos de calcetería, incluidos calcetines, medias ordinarias y medias pantalón",""," ","SI","","AYUDACOD_CNAE09"
"1439","C1439","Confección de otras prendas de vestir de punto",4,"","143","Esta clase comprende:
- la confección de prendas en tejido de punto y otros artículos confeccionados, como jerseys, chaquetas de punto, chalecos y artículos similares","Esta clase no comprende:
- la fabricación de tejidos de punto (véase 13.91)
- la fabricación de calcetería (véase 14.31)"," ","SI","","AYUDACOD_CNAE09"
"15","C15","Industria del cuero y del calzado",2,"","C","Esta división comprende la preparación y el teñido de pieles y la transformación de pieles en cuero mediante el curtido o el curado, así como la conversión del cuero en productos para el consumo final. Comprende asimismo la elaboración de productos similares a partir de otros materiales (cueros de imitación o sucedáneos de cuero), como el calzado de caucho, artículos de viaje textiles, etc. Los productos elaborados a partir de sucedáneos de cuero se incluyen en esta categoría porque se fabrican de manera similar a la empleada en el caso de los productos de cuero (por ejemplo, artículos de viaje), y suelen producirse en la misma unidad.",""," ","SI","","AYUDACOD_CNAE09"
"151","C151","Preparación, curtido y acabado del cuero; fabricación de artículos de marroquinería, viaje y de guarnicionería y talabartería; preparación y teñido de pieles",3,"","15","",""," ","","","AYUDACOD_CNAE09"
"1511","C1511","Preparación, curtido y acabado del cuero; preparación y teñido de pieles",4,"","151","Esta clase comprende:
- la preparación, curtido, teñido y acabado de cueros y pieles
- la fabricación de cueros agamuzados, apergaminados, acharolados y metalizados
- la fabricación de cuero artificial o regenerado a base de cuero natural
- el raspado, tundido, despinzado, adobado, curtido, blanqueo y teñido de pieles y cueros sin depilar","Esta clase no comprende:
- la producción de cueros y pieles en granjas (véase 01.4)
- la producción de cueros y pieles procedentes de mataderos (véase 10.11)
- la fabricación de prendas de cuero (véase 14.11)
- la fabricación de cuero de imitación no procedente de cuero natural (véase 22.19 y 22.29)"," ","SI","","AYUDACOD_CNAE09"
"1512","C1512","Fabricación de artículos de marroquinería, viaje y de guarnicionería y talabartería",4,"","151","Esta clase comprende:
- la fabricación de artículos de viaje, bolsos de mano y artículos semejantes de cuero natural, artificial o regenerado, o de cualquier otro material como plástico, materias textiles, fibra vulcanizada o cartón, siempre que se utilice la misma tecnología que para el cuero
- la fabricación de artículos de guarnicionería y talabartería
- la fabricación de correas no metálicas para relojes de pulsera (por ejemplo, tela, cuero, plástico)
- la fabricación de diversos artículos de cuero natural o de cuero artificial o regenerado: correas de transmisión, envases, etc.
- la fabricación de cordones de zapatos, de cuero
- la fabricación de látigos y fustas","Esta clase no comprende:
- la fabricación de prendas de vestir de cuero (véase 14.11)
- la fabricación de guantes y sombreros de cuero (véase 14.19)
- la fabricación de calzado (véase 15.20)
- la fabricación de sillines de bicicleta (véase 30.92)
- la fabricación de correas de relojes de metales preciosos (véase 32.12)
- la fabricación de correas de relojes de metales no preciosos (véase 32.13)
- la fabricación de arneses de seguridad y otros cinturones para uso profesional (véase 32.99)"," ","SI","","AYUDACOD_CNAE09"
"152","C152","Fabricación de calzado",3,"","15","",""," ","","","AYUDACOD_CNAE09"
"1520","C1520","Fabricación de calzado",4,"","152","Esta clase comprende:
- la fabricación de calzado de cualquier tipo y de cualquier material, producido mediante cualquier proceso, incluso el vaciado
- la fabricación de componentes de cuero del calzado: palas y sus componentes, suelas y plantillas, tacones, etc.
- la fabricación de polainas, botines y artículos similares","Esta clase no comprende:
- la fabricación de calzado con materias textiles sin suela incorporada (véase 14.19)
- la fabricación de componentes del calzado de madera (por ejemplo, tacones y hormas) (véase 16.29)
- la fabricación de tacones y suelas de caucho y otros componentes del calzado de caucho (véase 22.19)
- la fabricación de componentes del calzado de plástico (véase 22.29)
- la fabricación de botas de esquí (véase 32.30) 
- la fabricación de calzado ortopédico (véase 32.50)"," ","SI","","AYUDACOD_CNAE09"
"16","C16","Industria de la madera y del corcho, excepto muebles; cestería y espartería",2,"","C","Esta división comprende la fabricación de productos de madera, como madera de construcción, contrachapados, chapas, envases y embalajes de madera, entarimados, vigas trianguladas de madera y edificios de madera prefabricados. Entre los procedimientos de producción se incluyen el aserrado, el cepillado, la conformación, la laminación y el ensamblaje de productos de madera, empezando por los troncos que se cortan en trozas, o madera de construcción que puede seguir cortándose ulteriormente, o conformada con el torno u otras herramientas. La madera de construcción y otras formas de madera transformada pueden también cepillarse o pulirse posteriormente y ensamblarse en productos acabados, como envases y embalajes de madera.
Con la excepción del aserrado, esta división se subdivide con arreglo principalmente a los productos específicos fabricados.","Esta división no comprende la fabricación de muebles (31.0), ni la instalación de trabajos de carpintería y similares (43.32, 43.33, 43.39)."," ","SI","","AYUDACOD_CNAE09"
"161","C161","Aserrado y cepillado de la madera",3,"","16","",""," ","","","AYUDACOD_CNAE09"
"162","C162","Fabricación de productos de madera, corcho, cestería y espartería",3,"","16","Este grupo comprende la fabricación de productos de madera, corcho, cestería y espartería, incluidas tanto formas básicas, como productos montados.",""," ","SI","","AYUDACOD_CNAE09"
